OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
754,Walgreens Pharmacy 04761,Pharmacy,,,Austin,,6200 W WILLIAM CANNON DR,78749,30.2340012806665,-97.8453736961515,0,0,0,0,95,95,0,(512) 892-1933,https://www.walgreens.com/locator/walgreens-6200+w+william+cannon+dr-austin-tx-78749/id=4761,,04/17/2021      ,15:38:55        ,-97.845374,30.234001
755,Walgreens Pharmacy 04857,Pharmacy,,,,,"4921 BRYANT IRVIN RD Fort Worth, TX 76132",,32.6778364448523,-97.4152810838249,18,100,0,0,75,193,0,(817) 292-5806,https://www.walgreens.com/locator/walgreens-4921+bryant+irvin+rd-fort+worth-tx-76132/id=4857,,04/16/2021      ,10:01:46        ,-97.415281,32.677836
756,Walgreens Pharmacy 04132,Pharmacy,,,,,"780 W BEDFORD EULESS RD Hurst, TX 76053",,32.8350395419102,-97.1858426796199,36,0,0,0,100,136,0,(817) 282-0308,https://www.walgreens.com/locator/walgreens-780+w+bedford+euless+rd-hurst-tx-76053/id=4132,,04/16/2021      ,21:18:37        ,-97.185843,32.83504
757,Walgreens Pharmacy 13681,Pharmacy,,,,,"3221 W WADLEY AVE Midland, TX 79705",,32.0194176550981,-102.125006446801,108,0,0,0,0,108,0,(432) 699-5991,https://www.walgreens.com/locator/walgreens-3221+w+wadley+ave-midland-tx-79705/id=13681,,04/17/2021      ,09:47:55        ,-102.125006,32.019418
758,Walgreens Pharmacy 10819,Pharmacy,,,,,"500 CENTENNIAL BLVD Richardson, TX 75081",,32.9376333270482,-96.7255050607486,0,90,0,0,60,150,0,(972) 231-2235,https://www.walgreens.com/locator/walgreens-500+centennial+blvd-richardson-tx-75081/id=10819,,04/17/2021      ,17:15:26        ,-96.725505,32.937633
759,Walgreens Pharmacy 07773,Pharmacy,,,,,"12959 ALDINE WESTFIELD RD Houston, TX 77039",,29.9021501190029,-95.3562410781388,60,0,0,0,65,125,0,(281) 442-3604,https://www.walgreens.com/locator/walgreens-12959+aldine+westfield+rd-houston-tx-77039/id=7773,,04/17/2021      ,18:02:13        ,-95.356241,29.90215
760,Walgreens Pharmacy 09473,Pharmacy,,,,,"12300 JONES RD Houston, TX 77070",,29.9530485803983,-95.5844592925447,42,0,0,0,55,97,0,(281) 955-5619,https://www.walgreens.com/locator/walgreens-12300+jones+rd-houston-tx-77070/id=9473,,04/16/2021      ,16:23:13        ,-95.584459,29.953049
761,Walgreens Pharmacy 03821,Other,,3605 College St ,Beaumont,,3605 College St Beaumont 77701,77701,30.0676285,-94.1301324,9,0,15,0,100,109,15,,,,04/11/2021      ,08:01:13        ,-94.130132,30.067629
762,Walgreens Pharmacy 15514,Other,,,,,,,,,0,0,0,0,100,100,0,,,,04/16/2021      ,11:53:34        ,,
763,Walgreens Pharmacy 07381,Pharmacy,,,,,"17150 FM 529 RD Houston, TX 77095",,29.8798842507558,-95.6683727107875,0,90,0,0,65,155,0,(281) 345-9333,https://www.walgreens.com/locator/walgreens-17150+fm+529+rd-houston-tx-77095/id=7381,,04/17/2021      ,17:53:06        ,-95.668373,29.879884
764,Walgreens Pharmacy 07348,Pharmacy,,,,,"8910 JONES RD Houston, TX 77065",,29.9031780551344,-95.5831085870979,0,0,0,0,75,75,0,(281) 955-2480,https://www.walgreens.com/locator/walgreens-8910+jones+rd-houston-tx-77065/id=7348,,04/11/2021      ,18:41:49        ,-95.583109,29.903178
765,Walgreens Pharmacy 07592,Pharmacy,,,,,"802 E PIONEER PKWY Grand Prairie, TX 75051",,32.7101981733322,-96.9938318832988,0,0,0,0,70,70,0,(972) 262-0984,https://www.walgreens.com/locator/walgreens-802+e+pioneer+pkwy-grand+prairie-tx-75051/id=7592,,04/17/2021      ,10:47:25        ,-96.993832,32.710198
766,Walgreens Pharmacy 06197,Pharmacy,,2401 W Ledbetter Dr,Dallas,Dallas,"2401 West Ledbetter Drive, Dallas, TX, USA",75233,32.6917734,-96.8576428,0,90,0,0,75,165,0,214-337-2126 ,https://www.walgreens.com/locator/walgreens-2401+w+ledbetter+dr-dallas-tx-75233/id=6197,,04/17/2021      ,12:13:28        ,-96.857643,32.691773
767,Walgreens Pharmacy 12330,Pharmacy,,,,,"9005 N NAVARRO ST Victoria, TX 77904",,28.8787867957769,-96.9978272030791,12,90,0,0,75,177,0,(361) 574-1105,https://www.walgreens.com/locator/walgreens-9005+n+navarro+st-victoria-tx-77904/id=12330,,04/17/2021      ,18:01:41        ,-96.997827,28.878787
768,Walgreens Pharmacy 05733,Pharmacy,,,,,"6302 FAIRMONT PKWY Pasadena, TX 77505",,29.6503716750922,-95.1228805195812,36,0,0,0,35,71,0,(281) 998-7416,https://www.walgreens.com/locator/walgreens-6302+fairmont+pkwy-pasadena-tx-77505/id=5733,,04/17/2021      ,17:13:09        ,-95.122881,29.650372
769,Walgreens Pharmacy 05536,Pharmacy,,,,,"2808 GESSNER RD Houston, TX 77080",,29.8238406361881,-95.5176028603628,102,0,0,0,0,102,0,(713) 460-0535,https://www.walgreens.com/locator/walgreens-2808+gessner+rd-houston-tx-77080/id=5536,,04/17/2021      ,18:46:11        ,-95.517603,29.823841
770,Walgreens Pharmacy 10919,Pharmacy,,,,,"18900 HIGHWAY 105 W Montgomery, TX 77356",,30.3839541210683,-95.6542600817903,132,0,0,0,0,132,0,(936) 582-0002,https://www.walgreens.com/locator/walgreens-18900+highway+105+w-montgomery-tx-77356/id=10919,,04/17/2021      ,18:09:44        ,-95.65426,30.383954
771,Walgreens Pharmacy 03198,Pharmacy,,,Houston,,7634 BELLAIRE BLVD,77036,29.706152976825,-95.5020965091734,72,0,102,0,70,142,102,(713) 774-2180,https://www.walgreens.com/locator/walgreens-7634+bellaire+blvd-houston-tx-77036/id=3198,,04/17/2021      ,14:46:31        ,-95.502097,29.706153
772,Walgreens Pharmacy 07299,Pharmacy,,,,,"4121 HARWOOD RD Bedford, TX 76021",,32.8517531499159,-97.1015571249624,0,0,0,0,100,100,0,(817) 571-6995,https://www.walgreens.com/locator/walgreens-4121+harwood+rd-bedford-tx-76021/id=7299,,04/13/2021      ,21:12:15        ,-97.101557,32.851753
773,Walgreens Pharmacy 15968,Pharmacy,,,,,"15110 MASON RD Cypress, TX 77433",,29.9928496181982,-95.7384392758753,0,0,0,0,75,75,0,(832) 349-7252,https://www.walgreens.com/locator/walgreens-15110+mason+rd-cypress-tx-77433/id=15968,,04/11/2021      ,12:54:32        ,-95.738439,29.99285
774,Walgreens Pharmacy 05270,Pharmacy,,,,,"3100 MCCART AVE Fort Worth, TX 76110",,32.7055774362189,-97.3535907375884,0,0,0,0,145,145,0,(817) 924-5126,https://www.walgreens.com/locator/walgreens-3100+mccart+ave-fort+worth-tx-76110/id=5270,,04/12/2021      ,21:36:55        ,-97.353591,32.705577
775,Walgreens Pharmacy 10583,Pharmacy,,,Texas City,,3103 Palmer Hwy , 77590,,,0,0,0,0,85,85,0,,,,04/16/2021      ,07:27:45        ,,
776,Walgreens Pharmacy 01267,Pharmacy,,,,,"485 SAWDUST RD Spring, TX 77380",,30.1255773191251,-95.448823927073,0,0,0,0,295,295,0,(281) 363-9583,https://www.walgreens.com/locator/walgreens-485+sawdust+rd-spring-tx-77380/id=1267,,04/17/2021      ,18:09:09        ,-95.448824,30.125577
777,Walgreens Pharmacy 07020,Pharmacy,,, Friendswood,,104 E Parkwood Ave, 77546,29.5104555993183,-95.1882670048538,66,0,0,0,0,66,0,,,,04/16/2021      ,20:08:17        ,-95.188267,29.510456
778,Walgreens Pharmacy 10451,Pharmacy,,,,,"4902 W MAIN ST League City, TX 77573",,29.4917664715143,-95.1529020039262,48,0,0,0,80,128,0,(281) 316-7625,https://www.walgreens.com/locator/walgreens-4902+w+main+st-league+city-tx-77573/id=10451,,04/17/2021      ,17:50:58        ,-95.152902,29.491766
779,Walgreens Pharmacy 03881,Medical Practice,,,,,"2253 CENTRAL DR Bedford, TX 76021",,32.8433921634433,-97.1343449793563,12,0,0,0,0,12,0,(817) 868-9202,https://www.walgreens.com/locator/walgreens-2253+central+dr-bedford-tx-76021/id=3881,,04/17/2021      ,15:45:05        ,-97.134345,32.843392
780,Walgreens Pharmacy 07213,Pharmacy,,,Houston ,,16244 S Post Oak Rd ,77053,29.5913702715571,-95.4697281146507,60,0,0,0,100,160,0,,,,04/16/2021      ,20:30:36        ,-95.469728,29.59137
781,Walgreens Pharmacy 13930,Other,,11700 Preston Rd Ste 703,Dallas,Dallas,"11700 Preston Rd Ste 703 Dallas, Texas 75230",75230,32.9084145,-96.8019449,56,0,0,0,240,296,0,2147504502,https://www.walgreens.com/locator/walgreens-11700+preston+rd-dallas-tx-75230/id=13930,,04/17/2021      ,14:54:18        ,-96.801945,32.908415
782,Walgreens Pharmacy 11520,Pharmacy,,,,,"13619 BABCOCK RD San Antonio, TX 78249",,29.5724458260347,-98.6321269407541,0,0,0,0,35,35,0,(210) 424-3617,https://www.walgreens.com/locator/walgreens-13619+babcock+rd-san+antonio-tx-78249/id=11520,,04/11/2021      ,14:31:45        ,-98.632127,29.572446
783,Walgreens Pharmacy 03504,Pharmacy,,,,,"6393 BABCOCK RD San Antonio, TX 78240",,29.5438327524288,-98.6138796414553,42,0,0,0,60,102,0,(210) 690-9025,https://www.walgreens.com/locator/walgreens-6393+babcock+rd-san+antonio-tx-78240/id=3504,,04/17/2021      ,15:59:05        ,-98.61388,29.543833
784,Walgreens Pharmacy 06631,Pharmacy,,,,,"6350 DAVIS BLVD North Richland Hills, TX 76180",,32.8613881416706,-97.2077908693419,65,0,0,0,0,65,0,(817) 498-6500,https://www.walgreens.com/locator/walgreens-6350+davis+blvd-north+richland+hills-tx-76180/id=6631,,04/17/2021      ,15:20:17        ,-97.207791,32.861388
785,Walgreens Pharmacy 15085,Pharmacy,,,,,"4400 W GREEN OAKS BLVD Arlington, TX 76016",,32.6768535608368,-97.1938787383505,0,0,0,0,100,100,0,(817) 563-0142,https://www.walgreens.com/locator/walgreens-4400+w+green+oaks+blvd-arlington-tx-76016/id=15085,,04/10/2021      ,20:52:13        ,-97.193879,32.676854
786,Walgreens Pharmacy 16031,Pharmacy,,,,,"4994 W UNIVERSITY DR Mckinney, TX 75071",,33.2180403209582,-96.6784284464776,6,98,0,0,0,104,0,(972) 439-9645,https://www.walgreens.com/locator/walgreens-4994+w+university+dr-mckinney-tx-75071/id=16031,,04/16/2021      ,20:49:03        ,-96.678428,33.21804
787,Walgreens Pharmacy 10818,Pharmacy,,,,,"7929 KIRBY DR Houston, TX 77054",,29.6927878954725,-95.4126443377913,64,0,0,0,65,129,0,(713) 383-0292,https://www.walgreens.com/locator/walgreens-7929+kirby+dr-houston-tx-77054/id=10818,,04/17/2021      ,18:44:52        ,-95.412644,29.692788
788,Walgreens Pharmacy 13444,Pharmacy,,120 W Slaughter Ln,Austin,Travis,"120 W Slaughter Ln Austin, Texas 78748",78748,30.16746,-97.78891,36,0,0,0,100,136,0,(512) 687-9686,https://www.walgreens.com/locator/walgreens-120+w+slaughter+ln-austin-tx-78748/id=13444,,04/17/2021      ,18:24:32        ,-97.78891,30.16746
789,Walgreens Pharmacy 07293,Pharmacy,,,,,"12 N ABE ST San Angelo, TX 76903",,31.4617558418869,-100.444973204046,0,0,0,0,85,85,0,(325) 658-3064,https://www.walgreens.com/locator/walgreens-12+n+abe+st-san+angelo-tx-76903/id=7293,,04/12/2021      ,12:42:28        ,-100.444973,31.461756
790,Walgreens Pharmacy 06158,Pharmacy,,,,,"3614 S 31ST ST Temple, TX 76502",,31.0660073592124,-97.3720209488205,0,0,0,0,80,80,0,(254) 899-8484,https://www.walgreens.com/locator/walgreens-3614+s+31st+st-temple-tx-76502/id=6158,,04/17/2021      ,19:01:45        ,-97.372021,31.066007
791,Walgreens Pharmacy 04134,Pharmacy,,,Austin,,11724 RESEARCH BLVD,78759,30.4223810798127,-97.7264112094485,12,0,0,0,0,12,0,(512) 250-2070,https://www.walgreens.com/locator/walgreens-11724+research+blvd-austin-tx-78759/id=4134,,04/15/2021      ,15:11:02        ,-97.726411,30.422381
792,Walgreens Pharmacy 03507,Other,,,Port Neches,,2126 Nall St Port Neches 77651,77651,29.9810542,-93.9619197,0,0,0,0,20,20,0,,,,04/16/2021      ,08:55:13        ,-93.96192,29.981054
793,Walgreens Pharmacy 03958,Pharmacy,,,Port Arthur,,4930 GULFWAY DR,77642,29.9185154639576,-93.8887538219575,36,0,0,0,100,136,0,(409) 982-1654,https://www.walgreens.com/locator/walgreens-4930+gulfway+dr-port+arthur-tx-77642/id=3958,,04/17/2021      ,16:24:17        ,-93.888754,29.918515
794,Walgreens Pharmacy 05160,Pharmacy,,,Austin,,6812 N LAMAR BLVD,78752,30.3342848100082,-97.701783493499,0,0,0,0,60,60,0,(512) 458-4269,https://www.walgreens.com/locator/walgreens-6812+n+lamar+blvd-austin-tx-78752/id=5160,,04/17/2021      ,18:32:09        ,-97.701783,30.334285
795,Walgreens Pharmacy 07530,Pharmacy,,,,,"1770 W T C JESTER BLVD Houston, TX 77008",,29.8020072148703,-95.4282622582093,6,0,0,0,60,66,0,(713) 864-5196,https://www.walgreens.com/locator/walgreens-1770+w+t+c+jester+blvd-houston-tx-77008/id=7530,,04/17/2021      ,18:18:20        ,-95.428262,29.802007
796,Walgreens Pharmacy 07671,Pharmacy,,,,,"24424 STATE HIGHWAY 249 Tomball, TX 77375",,30.0370697415092,-95.6041817751162,0,0,0,0,60,60,0,(281) 290-0537,https://www.walgreens.com/locator/walgreens-24424+state+highway+249-tomball-tx-77375/id=7671,,04/12/2021      ,18:52:41        ,-95.604182,30.03707
797,Walgreens Pharmacy 04692,Pharmacy,,,Fort Worth,,6984 RUFE SNOW DR,76148,32.8747129693477,-97.2370670543984,54,0,0,0,0,54,0,(817) 427-9353,https://www.walgreens.com/locator/walgreens-6984+rufe+snow+dr-fort+worth-tx-76148/id=4692,,04/17/2021      ,15:05:01        ,-97.237067,32.874713
798,Walgreens Pharmacy 13778,Other,,, Houston ,,6624 FANNIN ST STE 120,77030,,,0,0,0,0,100,100,0,,,,04/16/2021      ,12:49:50        ,,
799,Walgreens Pharmacy 03910,Pharmacy,,,Arlington,,100 SE GREEN OAKS BLVD,76018,32.6611615217608,-97.0935930967892,18,0,0,0,0,18,0,(817) 419-0585,https://www.walgreens.com/locator/walgreens-100+se+green+oaks+blvd-arlington-tx-76018/id=3910,,04/16/2021      ,13:50:17        ,-97.093593,32.661162
800,Walgreens Pharmacy 03820,Pharmacy,,,Houston,,8590 LONG POINT RD,77055,29.8047637814758,-95.5200570543727,4770,0,0,0,75,4845,0,(713) 468-7813,https://www.walgreens.com/locator/walgreens-8590+long+point+rd-houston-tx-77055/id=3820,,04/17/2021      ,18:08:50        ,-95.520057,29.804764
801,Walgreens Pharmacy 06390,Pharmacy,,1015 N Town E Blvd,Mesquite,Dallas,"1015 North Town East Boulevard, Mesquite, TX, USA",75150,32.8121576,-96.6104612,30,0,0,0,0,30,0,,,,04/17/2021      ,14:44:43        ,-96.610461,32.812158
802,Walgreens Pharmacy 01583,Pharmacy,,,Houston ,,9329 Katy Fwy ,77024,29.7822373939066,-95.5229768471765,24,0,0,0,0,24,0,,,,04/17/2021      ,17:31:47        ,-95.522977,29.782237
803,Walgreens Pharmacy 03822,Pharmacy,E,401 N GALLOWAY AVE,MESQUITE,Dallas,401 N GALLOWAY AVE,75149,32.7704251071575,-96.5990870883771,0,0,0,0,100,100,0,972-329-7440,,,04/17/2021      ,19:12:23        ,-96.599087,32.770425
804,lifecare garza pharmacy,Federal Allocation,,311 Camden St Ste 103,San Antonio,Bexar,311 CAMDEN ST STE 103 SAN ANTONIO 78215,78215,29.4348166679318,-98.4924471882071,0,80,0,0,0,80,0,,,,04/16/2021      ,18:25:37        ,-98.492447,29.434817
805,Walgreens Pharmacy 09946,Pharmacy,,,,,"14127 CYPRESS ROSEHILL RD Cypress, TX 77429",,29.9758435718644,-95.7003060147268,0,168,0,0,110,278,0,(281) 256-0723,https://www.walgreens.com/locator/walgreens-14127+cypress+rosehill+rd-cypress-tx-77429/id=9946,,04/17/2021      ,18:21:08        ,-95.700306,29.975844
806,Walgreens Pharmacy 09647,Pharmacy,,,,,"5201 BELT LINE RD Dallas, TX 75254",,32.9544591767458,-96.8189410147996,0,360,0,0,0,360,0,(972) 386-6254,https://www.walgreens.com/locator/walgreens-5201+belt+line+rd-dallas-tx-75254/id=9647,,04/17/2021      ,17:37:40        ,-96.818941,32.954459
807,Walgreens Pharmacy 07839,Pharmacy,,,,,"3802 CEDAR SPRINGS RD Dallas, TX 75219",,32.8103635563212,-96.8085150575293,48,0,0,0,245,293,0,(214) 443-5160,https://www.walgreens.com/locator/walgreens-3802+cedar+springs+rd-dallas-tx-75219/id=7839,,04/15/2021      ,07:49:11        ,-96.808515,32.810364
808,Walgreens Pharmacy 07071,Pharmacy,,, Houston ,,13196 Bellaire Blvd,77072,29.7042981432862,-95.6141737030016,12,0,0,0,60,72,0,,,,04/17/2021      ,17:26:28        ,-95.614174,29.704298
809,Walgreens Pharmacy 10551,Pharmacy,,,,,"1701 W BUSINESS 83 Weslaco, TX 78596",,26.1623245076467,-98.0081669266363,18,0,0,0,0,18,0,(956) 447-3781,https://www.walgreens.com/locator/walgreens-1701+w+business+83-weslaco-tx-78596/id=10551,,04/17/2021      ,17:09:29        ,-98.008167,26.162325
810,Walgreens Pharmacy 05734,Pharmacy,,,Edinburg ,,1520 W Freddy Gonzalez Dr ,78539,26.2887509905307,-98.1804139895857,0,0,0,0,200,200,0,,,,04/16/2021      ,19:41:34        ,-98.180414,26.288751
811,Walgreens Pharmacy 05558,Pharmacy,,,,,"1507 W PLEASANT RUN RD Lancaster, TX 75146",,32.6082448123275,-96.7764340214134,78,0,0,0,100,178,0,(972) 218-6446,https://www.walgreens.com/locator/walgreens-1507+w+pleasant+run+rd-lancaster-tx-75146/id=5558,,04/17/2021      ,17:47:56        ,-96.776434,32.608245
812,Walgreens Pharmacy 06239,Pharmacy,,,,,"105 WEST RD Houston, TX 77037",,29.9147280947709,-95.405484732327,48,0,0,0,262,310,0,(281) 445-1308,https://www.walgreens.com/locator/walgreens-105+west+rd-houston-tx-77037/id=6239,,04/16/2021      ,14:26:25        ,-95.405485,29.914728
813,Walgreens Pharmacy 05094,Pharmacy,,,,,"14616 MEMORIAL DR Houston, TX 77079",,29.7702471374076,-95.6082569358905,29,0,0,0,95,124,0,(281) 493-3043,https://www.walgreens.com/locator/walgreens-14616+memorial+dr-houston-tx-77079/id=5094,,04/17/2021      ,17:33:59        ,-95.608257,29.770247
814,Walgreens Pharmacy 04105,Pharmacy,,,Houston ,,12611 S Gessner Rd ,77071,29.6375790356088,-95.5297720741679,30,0,0,0,50,80,0,,,,04/11/2021      ,17:45:45        ,-95.529772,29.637579
815,United Independent School District ,Other,,201 Lindenwood Dr,Laredo,,201 Lindenwood Dr Laredo 78045,78045,27.574364098073,-99.4795002581348,0,4941,0,0,0,4941,0,(956) 473-6264,,,04/15/2021      ,09:03:55        ,-99.4795,27.574364
816,Walgreens Pharmacy 03001,Pharmacy,,,La Porte,,1102 S BROADWAY ST,77571,29.6513097651981,-95.0098452019092,0,100,0,100,0,100,100,(281) 471-7282,https://www.walgreens.com/locator/walgreens-1102+s+broadway+st-la+porte-tx-77571/id=3001,,04/16/2021      ,10:46:27        ,-95.009845,29.65131
817,Walgreens Pharmacy 04746,Pharmacy,,,,,"3400 N BELT LINE RD Irving, TX 75062",,32.8511487721017,-96.9916491791631,0,0,0,0,100,100,0,(972) 594-1648,https://www.walgreens.com/locator/walgreens-3400+n+belt+line+rd-irving-tx-75062/id=4746,,04/16/2021      ,20:23:48        ,-96.991649,32.851149
818,Walgreens Pharmacy 04293,Pharmacy,,734 E Pleasant Run Rd,DeSoto,Dallas,"734 East Pleasant Run Road, DeSoto, TX, USA",75115,32.60368,-96.8414422,23,0,0,99,70,93,99,,,,04/17/2021      ,09:31:20        ,-96.841442,32.60368
819,Walgreens Pharmacy 03921,Pharmacy,,,Irving,,10001 N MACARTHUR BLVD,75063,32.942219363603,-96.9415473261133,0,0,0,0,70,70,0,(972) 501-9202,https://www.walgreens.com/locator/walgreens-10001+n+macarthur+blvd-irving-tx-75063/id=3921,,04/15/2021      ,20:31:59        ,-96.941547,32.942219
820,Walgreens Pharmacy 03879,Pharmacy,,,Dallas,,3732 W NORTHWEST HWY,75220,32.8632335373226,-96.8738116617412,11,0,0,0,330,341,0,(214) 956-0113,https://www.walgreens.com/locator/walgreens-3732+w+northwest+hwy-dallas-tx-75220/id=3879,,04/17/2021      ,16:41:56        ,-96.873812,32.863234
821,Walgreens Pharmacy 11566,Pharmacy,,,,,"119 ED SCHMIDT BLVD Hutto, TX 78634",,30.540207876849,-97.5634030166742,12,0,0,0,0,12,0,(512) 759-3739,https://www.walgreens.com/locator/walgreens-119+ed+schmidt+blvd-hutto-tx-78634/id=11566,,04/17/2021      ,15:52:27        ,-97.563403,30.540208
822,Walgreens Pharmacy 03802,Pharmacy,,,Richardson,,2140 E CAMPBELL RD,75081,32.9726294540434,-96.7220449235039,0,270,0,0,0,270,0,(972) 889-9102,https://www.walgreens.com/locator/walgreens-2140+e+campbell+rd-richardson-tx-75081/id=3802,,04/17/2021      ,17:55:34        ,-96.722045,32.972629
823,Walgreens Pharmacy 03996,Pharmacy,,,San Antonio,,5760 WALZEM RD,78218,29.5112798278445,-98.3486750410417,72,0,0,0,0,72,0,(210) 657-7071,https://www.walgreens.com/locator/walgreens-5760+walzem+rd-san+antonio-tx-78218/id=3996,,04/17/2021      ,16:42:42        ,-98.348675,29.51128
824,Walgreens Pharmacy 06909,Pharmacy,,,,,"4007 BARKER CYPRESS RD Houston, TX 77084",,29.8313278962145,-95.6853202343828,0,100,0,0,0,100,0,(281) 550-9804,https://www.walgreens.com/locator/walgreens-4007+barker+cypress+rd-houston-tx-77084/id=6909,,04/16/2021      ,12:10:32        ,-95.68532,29.831328
825,Pharm House - Carrizo Springs,Federal Allocation,,314 N 5th St,Carrizo Springs,Dimmit,314 N 5TH ST CARRIZO SPRINGS 78834,78834,28.5240000665299,-99.8600298035675,0,50,0,50,275,325,50,,,,04/17/2021      ,12:37:48        ,-99.86003,28.524
826,Walgreens Pharmacy 06782,Pharmacy,,,,,"19215 INTERSTATE 45 S Shenandoah, TX 77385",,30.177480590498,-95.4505434258005,60,0,0,0,0,60,0,(281) 419-6247,https://www.walgreens.com/locator/walgreens-19215+interstate+45+s-shenandoah-tx-77385/id=6782,,04/17/2021      ,17:14:53        ,-95.450543,30.177481
827,Walgreens Pharmacy 07287,Pharmacy,,,,,"1120 N LOOP 336 W Conroe, TX 77301",,30.335516396886,-95.4744073676711,14,0,0,0,0,14,0,(936) 760-4116,https://www.walgreens.com/locator/walgreens-1120+n+loop+336+w-conroe-tx-77301/id=7287,,04/17/2021      ,15:42:43        ,-95.474407,30.335516
828,Walgreens Pharmacy 03138,Pharmacy,,,,,"3920 GARTH RD Baytown, TX 77521",,29.7652168984191,-94.9774149815003,24,0,0,0,55,79,0,(281) 420-5529,https://www.walgreens.com/locator/walgreens-3920+garth+rd-baytown-tx-77521/id=3138,,04/17/2021      ,16:42:15        ,-94.977415,29.765217
829,Walgreens Pharmacy 06861,Pharmacy,,,,,"9307 N LAMAR BLVD Austin, TX 78753",,30.3625330991136,-97.6967802211756,0,0,0,0,60,60,0,(512) 339-8666,https://www.walgreens.com/locator/walgreens-9307+n+lamar+blvd-austin-tx-78753/id=6861,,04/13/2021      ,14:13:39        ,-97.69678,30.362533
830,Walgreens Pharmacy 04899,Pharmacy,,,Abilene,,5201 BUFFALO GAP RD,,32.3864880575401,-99.7893357611161,5,2,0,0,0,7,0,(325) 695-8644,https://www.walgreens.com/locator/walgreens-5201+buffalo+gap+rd-abilene-tx-79606/id=4899,,04/17/2021      ,10:34:36        ,-99.789336,32.386488
831,Walgreens Pharmacy 06264,Pharmacy,,,,,"8020 DENTON HWY Watauga, TX 76148",,32.8910378011402,-97.2589520008276,24,90,0,0,65,179,0,(817) 428-5376,https://www.walgreens.com/locator/walgreens-8020+denton+hwy-watauga-tx-76148/id=6264,,04/17/2021      ,17:49:45        ,-97.258952,32.891038
832,Walgreens Pharmacy 02809,Pharmacy,,,,,"220 S WAYSIDE DR Houston, TX 77011",,29.7362429621502,-95.307532082229,0,110,0,0,0,110,0,713-924-6963,https://www.walgreens.com/locator/walgreens-220+s+wayside+dr-houston-tx-77011/id=2809,,04/17/2021      ,16:38:41        ,-95.307532,29.736243
833,Walgreens Pharmacy 05159,Pharmacy,,Mcneil Drive,Austin,,"7410 McNeil Drive, Austin TX 78729",78729,30.4353779910515,-97.7690905022514,0,0,0,0,95,95,0,(512) 219-6396,https://www.walgreens.com/locator/walgreens-7410+mcneil+dr-austin-tx-78729/id=5159,,04/09/2021      ,13:48:36        ,-97.769091,30.435378
834,Walgreens Pharmacy 06358,Pharmacy,,,,,"5415 S BROADWAY AVE Tyler, TX 75703",,32.2905830672721,-95.3045390168923,138,0,0,0,95,233,0,(903) 939-9298,https://www.walgreens.com/locator/walgreens-5415+s+broadway+ave-tyler-tx-75703/id=6358,,04/17/2021      ,21:17:19        ,-95.304539,32.290583
835,Walgreens Pharmacy 21161,Other,,,Houston ,,3701 KIRBY DR STE 1230 ,77098,30.0629726,-97.0904405,0,0,0,0,200,200,0,,,,04/16/2021      ,15:48:14        ,-97.09044,30.062973
836,Walgreens Pharmacy 04634,Pharmacy,,,,,"3830 GLADE RD Colleyville, TX 76034",,32.8816052426529,-97.1053484100958,0,0,0,0,77,77,0,(817) 283-3786,https://www.walgreens.com/locator/walgreens-3830+glade+rd-colleyville-tx-76034/id=4634,,04/17/2021      ,18:06:22        ,-97.105348,32.881605
837,Walgreens Pharmacy 04418,Pharmacy,,,,,"313 N DENTON TAP RD Coppell, TX 75019",,32.9776821695523,-96.9934735075355,0,0,0,0,100,100,0,(972) 393-9848,https://www.walgreens.com/locator/walgreens-313+n+denton+tap+rd-coppell-tx-75019/id=4418,,04/14/2021      ,19:45:56        ,-96.993474,32.977682
838,Walgreens Pharmacy 03886,Pharmacy,,4202 S Carrier Pkwy,Grand Prairie,Dallas,"4202 South Carrier Parkway, Grand Prairie, TX, USA",75052,32.6708651,-97.0062096,4,0,0,0,60,64,0,,,,04/17/2021      ,11:53:31        ,-97.00621,32.670865
839,Walgreens Pharmacy 03803,Other,,,,,"2141 N JOSEY LN Carrollton, TX 75006",,32.9726834761323,-96.8917308716891,0,0,0,0,100,100,0,(972) 323-5096,https://www.walgreens.com/locator/walgreens-2141+n+josey+ln-carrollton-tx-75006/id=3803,,04/13/2021      ,19:20:51        ,-96.891731,32.972683
840,Walgreens Pharmacy 21225,Pharmacy,,,,,"8700 FREEPORT PKWY Irving, TX 75063",,32.9277694563169,-97.0118218453771,0,0,0,0,40,40,0,(469) 957-3937,https://www.walgreens.com/locator/walgreens-8700+freeport+pkwy-irving-tx-75063/id=21225,,04/16/2021      ,17:32:23        ,-97.011822,32.927769
841,Walgreens Pharmacy 16485,Pharmacy,,,,,"7302 LOUIS PASTEUR DR San Antonio, TX 78229",,29.50203675165,-98.5749922197391,0,0,0,0,55,55,0,(210) 810-3843,https://www.walgreens.com/locator/walgreens-7302+louis+pasteur+dr-san+antonio-tx-78229/id=16485,,04/16/2021      ,16:35:27        ,-98.574992,29.502037
