OBJECTID,NAME,UFID,TYPE,TSA,STREET,CITY,COUNTY,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,PublicPhone,WEBSITE,RemoveRecord,HOURSOFOPERATION,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1113,Garland Independent Pharmacy,25205319,Pharmacy,,3641 Broadway Blvd,Garland,Dallas,0,0,70,0,70,0,70,(972) 864-1110,http://www.giprx.com/,,"Monday: 9:00 AM – 7:00 PM,Tuesday: 9:00 AM – 7:00 PM,Wednesday: 9:00 AM – 7:00 PM,Thursday: 9:00 AM – 7:00 PM,Friday: 9:00 AM – 7:00 PM,Saturday: 9:00 AM – 1:00 PM,Sunday: Closed",,,-96.61166,32.870168
1114,Garland Health Center,25032257,Community Clinic,,601 Clara Barton Blvd,Garland,Dallas,0,0,100,0,100,0,100,(214) 266-0700,http://www.parklandhospital.com/phhs/locations/garland-health-center-6.aspx,,"Monday: 7:30 AM – 4:30 PM,Tuesday: 7:30 AM – 4:30 PM,Wednesday: 7:30 AM – 4:30 PM,Thursday: 7:30 AM – 4:30 PM,Friday: 7:30 AM – 4:30 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,16:19:06        ,-96.662026,32.917504
1115,Kindred Hospital San Antonio,25204228,Hospital,,3636 Medical,San Antonio,Bexar,0,0,0,0,0,0,0,(210) 616-0616,https://www.kindredhealthcare.com/locations/transitional-care-hospitals/kindred-hospital-san-antonio,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,19:12:37        ,-98.556833,29.522523
1116,Vcare Clinics Pasadena,25241903,Medical Practice,,2615 Strawberry Rd,Pasadena,Harris,0,0,0,0,0,0,0,713-944-2273,,,,01/14/2021      ,07:18:59        ,-95.192862,29.672496
1117,Kelseyseybold Main Campus,25095728,Medical Practice,,2727 West Holcombe Blvd,Houston,Harris,0,0,310,0,310,0,310,(713) 442-0000,https://www.kelsey-seybold.com/find-a-location/main-campus,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,08:04:56        ,-95.42167,29.706043
1118,Brookshire Brothers Pharmacy 71,25207733,Pharmacy,,14981 Old Trinity Rd,Onalaska,Polk,0,0,110,0,110,0,110,(972) 382-3989,https://www.brookshires.com/pharmacy-wellness,,,01/14/2021      ,08:08:57        ,-95.120126,30.81176
1119,Garcias Pharmacy Llc,1502078002,Pharmacy,,101 S Stuart Place Rd Ste F,Harlingen,Cameron,0,0,0,0,0,0,0,(956) 368-5060,,,,01/15/2021      ,16:21:33        ,-97.757973,26.181913
1122,Brookshire Brothers Pharmacy 1020,25207700,Pharmacy,,2075 Worth St,Hemphill,Sabine,0,0,230,0,230,0,230,(972) 382-3989,https://www.brookshires.com/pharmacy-wellness,,"Monday: 9:00 AM – 7:00 PM,Tuesday: 9:00 AM – 7:00 PM,Wednesday: 9:00 AM – 7:00 PM,Thursday: 9:00 AM – 7:00 PM,Friday: 9:00 AM – 7:00 PM,Saturday: 9:00 AM – 5:00 PM,Sunday: Closed",01/15/2021      ,08:08:59        ,-93.862139,31.336421
1123,Frontera Healthcare Network Mason Clinic,25201661,Community Clinic,,216 E College,Mason,Mason,0,0,0,0,0,0,0,(325) 347-5926,http://www.fronterahn.org/,,,01/15/2021      ,16:30:11        ,-99.228731,30.743907
1124,Steven A Davis Md Pa,1502110043,Medical Practice,,7810 Louis Pasteur,San Antonio,Bexar,0,0,0,0,0,0,0,(210) 614-3355,https://dermlasersa.com/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,07:35:24        ,-98.568394,29.509635
1125,Moore County Internal Medicine,25290950,Other,,1405 E 1st St Ste 101,Dumas,Moore,0,0,0,0,0,0,0,(806) 935-9194,http://www.moorecountyinternalmed.com/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",,,-101.955213,35.865218
1126,Wellness Pointe General Medicine 040583,30010641,Other,,,Longview,Gregg,0,0,80,0,80,0,80,,,,,01/15/2021      ,22:11:32        ,,
1127,"Magenta Clinics, Inc.",30042362,Other,,4949 Rittiman Rd,San Antonio,Bexar,0,0,0,0,0,0,0,,,,,01/16/2021      ,00:15:19        ,-98.393389,29.48456
1128,Dept of Public Health - Denton County / Lewisville Office,25004246,Vaccine Hub,E,190 N Valley Pkwy,Lewisville,Denton,0,0,3000,0,3000,0,3000,972-434-4700,www.dentoncounty.gov/vaccine,,,01/14/2021      ,23:34:41        ,-97.020719,33.044592
1129,Primecare Family Practice,1502094059,Medical Practice,,1001 N Waldrop Dr Ste 801,Arlington,Tarrant,0,0,10,0,10,0,10,(417) 451-4545,,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 12:00 PM,Saturday: Closed,Sunday: Closed",01/14/2021      ,21:54:58        ,-97.117607,32.74916
1130,Healthpoint Abc,25173243,Community Clinic,,1602 Rock Prairie Rd,College Station,Brazos,0,0,69,0,69,0,69,(979) 695-3400,http://www.healthpoint-tx.com/Locations/ABCCollegeStation,,"Monday: 8:00 AM – 6:00 PM,Tuesday: 8:00 AM – 6:00 PM,Wednesday: 8:00 AM – 6:00 PM,Thursday: 8:00 AM – 6:00 PM,Friday: 8:00 AM – 12:00 PM,Saturday: Closed,Sunday: Closed",01/13/2021      ,20:11:15        ,-96.288329,30.581209
1131,Methodist Specialty And Transplant Hosp,25185026,Hospital,,8026 Floyd Curl Dr,San Antonio,Bexar,0,0,1216,0,1216,0,1216,(210) 575-8110,https://sahealth.com/locations/methodist-hospital-specialty-and-transplant/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,,01/14/2021      ,21:05:40        ,-98.577204,29.512885
1132,Albertsons Pharmacy 4279,1502116045,Pharmacy,,833 N E Alsbury Blvd,Burleson,Johnson,0,0,0,0,0,0,0,(817) 451-1637,,,,,,-97.322252,32.564946
1133,Umc Internal Medicine,1502148018,Medical Practice,,808 Joliet Ave,Lubbock,Lubbock,0,0,20,0,20,0,20,(806) 761-0566,https://www.umchealthsystem.com/medical-services/umc-clinics/details/umc-internal-medicine,,,01/15/2021      ,17:22:18        ,-101.889358,33.587822
1134,South Laredo Health Care Clinic West,30019000,Medical Practice,,1920 San Bernardo Ave Ste 109,Laredo,Webb,0,0,0,0,0,0,0,(956) 704-5468,https://south-laredo-health-care-clinic.business.site/,,,01/15/2021      ,15:59:00        ,-99.504585,27.516821
1135,Brookshire Brothers Pharmacy 109,25298081,Pharmacy,,750 US-377,Pilot Point,Denton,0,0,10,0,10,0,10,(940) 686-2036,https://www.brookshires.com/pharmacy-wellness,,,01/16/2021      ,09:12:49        ,-96.95276,33.38895
1136,Mckinney Isd,25100553,Other,,1 Duvall St,McKinney,TX,0,0,0,0,0,0,0,,,,,01/12/2021      ,12:04:13        ,-96.599696,33.196295
1137,Next Level Urgent Care Richmond,30026962,Other,,Jackson,Richmond,Texas,0,0,0,0,0,0,0,,,,,01/15/2021      ,23:27:50        ,-95.760872,29.582313
1138,United pharmacy 547,25306776,Pharmacy,,920 N Willis St,Abilene,Taylor,0,0,0,0,0,0,0,(325) 677-1362,https://local.pharmacy.unitedsupermarkets.com/tx/abilene/920-n-willis-st.html,,"Monday: 9:00 AM – 7:00 PM,Tuesday: 9:00 AM – 7:00 PM,Wednesday: 9:00 AM – 7:00 PM,Thursday: 9:00 AM – 7:00 PM,Friday: 9:00 AM – 7:00 PM,Saturday: 9:00 AM – 2:00 PM,Sunday: Closed",01/15/2021      ,09:15:08        ,-99.765255,32.460145
1139,Legal Dealers Llc The Medicine Shoppe P,25204502,Other,,,Lake Jackson,Brazoria,0,0,20,0,20,0,20,,,,,01/15/2021      ,16:55:41        ,,
1140,McAllen Oncology,1502129043,Pharmacy,,,McAllen,,0,0,0,0,0,0,0,956-217-7000,,,,01/14/2021      ,12:13:27        ,,
1141,Town of Fairview,1502083068,Other,,372 Town Place,Fairview,Collin,0,0,0,0,0,0,0,,,,,01/15/2021      ,09:33:10        ,-96.646399,33.132116
1142,Dept of Public Health - Brazoria County / Lake Jackson,1502047013,Other,,202 Peach St Suite 132,Lake Jackson,Brazoria,0,0,0,0,0,0,0,,,,,01/15/2021      ,08:57:43        ,-95.425838,29.020216
1143,Dept of Public Health - Harris County,30030062,Vaccine Hub,,2223 W Loop S,Houston,Harris,0,0,16289,0,16289,0,16289,,https://vacstrac.hctx.net ,,,01/15/2021      ,08:07:05        ,-95.456918,29.744196
1144,Kindred Hospital San Antonio Central,1502148004,Hospital,,,,,0,0,50,0,50,0,50,,,,,01/15/2021      ,19:09:03        ,,
1145,United Pharmacy 574,30002220,Pharmacy,,2160 Pine St,Abilene,Taylor,0,0,0,0,0,0,0,(325) 673-4737,https://local.pharmacy.unitedsupermarkets.com/tx/abilene/2160-pine-st.html,,,01/16/2021      ,11:10:06        ,-99.731157,32.473828
1146,Super 1 Pharmacy 632,25208387,Pharmacy,,1800 South High,Longview,Gregg,0,0,0,0,0,0,0,,,,,01/15/2021      ,18:23:03        ,-94.741205,32.471441
1147,South Tx Family Planning And Health Corp - Robstown,25202934,Other,,515 Pat Shutter St Apt 121,Robstown,Texas,0,0,0,0,0,0,0,,,,,01/15/2021      ,08:43:34        ,-97.680477,27.787699
1148,School of Nursing - Main Campus (UT Houston), 25134729 ,Other,,Crosspoint Ave.,Spring,TX,975,0,4540,0,5515,0,5515,,,,,01/13/2021      ,16:58:54        ,-95.405991,29.670771
1149,Urgent Health Solutions,25200428,Community Clinic,,525 N Brentwood,Lufkin,Angelina,0,0,110,0,110,0,110,(936) 327-4644,http://urgentdoc.com/,,,01/15/2021      ,17:01:37        ,-94.729463,31.302803
1150,Brenham Drug Partners (DBA NORMAN'S PHARMACY),1502106058,Pharmacy,N,2105 S Day Street,Brenham,Washington,0,0,0,0,0,0,0,(979) 836-5264,http://www.normanspharmacy.com/,,,01/15/2021      ,13:57:46        ,-96.396589,30.148982
1151,HEREFORD PHARMACY,1502083050,Pharmacy,,809 S 25 Mile Ave,Hereford,Deaf Smith,0,0,0,0,0,0,0,,,,,01/15/2021      ,15:43:21        ,-102.406078,34.82049
1152,Market Street Pharmacy 675,25306790,Pharmacy,,4950 E 42nd St,Odessa,Ector,0,0,60,0,60,0,60,(432) 367-4612,https://local.pharmacy.marketstreetunited.com/tx/odessa/4950-e-42nd-st.html,,,01/16/2021      ,09:21:23        ,-102.334782,31.893344
1153,Ut Medicine,25310653,Medical Practice,,3939 Medical Dr Ste 100,San Antonio,Bexar,0,0,440,0,440,0,440,(210) 450-9000,http://www.uthscsa.edu/patient-care/physicians/facility/Medical-Arts-Research-Center---MARC,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,05:16:11        ,-98.56034,29.519836
1154,University Of Tx Medicine,1111695000,Other,,8300 Floyd Curl Dr,San Antonio,Bexar,0,0,1260,0,1260,0,1260,(512) 495-5555,https://dellmed.utexas.edu/,,,01/16/2021      ,05:29:49        ,-98.581582,29.514739
1155,Kellum Family Medicine.com,25165609,Medical Practice,,3401 Roy Richard Dr,Schertz,Guadalupe,0,0,0,0,0,0,0,,,,,01/14/2021      ,18:57:23        ,-98.267624,29.585206
1156,Brookshires Pharmacy 36,25208333,Pharmacy,,1310 N Brazos St,Whitney,Hill,0,0,10,0,10,0,10,(254) 694-4413,https://www.brookshires.com/stores#/6410,,"Monday: 7:00 AM – 9:00 PM,Tuesday: 7:00 AM – 9:00 PM,Wednesday: 7:00 AM – 9:00 PM,Thursday: 7:00 AM – 9:00 PM,Friday: 7:00 AM – 9:00 PM,Saturday: 7:00 AM – 9:00 PM,Sunday: 7:00 AM – 9:00 PM",01/16/2021      ,15:34:39        ,-97.323495,31.962967
1157,Randalls Pharmacy 1850,25193092,Pharmacy,,9911 Brodie Ln,Austin,Travis,0,0,0,0,0,0,0,,,,,,,-97.84776,30.18389
1158,Tom Thumb Pharmacy 296,1502123009,Pharmacy,,6800 W Virginia Parkway,Mckinney,Collin,0,0,0,0,0,0,0,(972) 542-0010,https://local.pharmacy.tomthumb.com/tx/mckinney/6800-w-virginia-pkwy.html,,,,,-96.706138,33.199056
1159,Albertsons Pharmacy 4294,1502141009,Pharmacy,,210 W Katherine P Raines,Cleburne,Johnson,0,0,0,0,0,0,0,(817) 641-6030,http://www.albertsons.com/pharmacy/,,,,,-97.393845,32.383567
1160,Albertsons Pharmacy 4289,1502141013,Pharmacy,,320 Casa Linda Plaza,Dallas,Dallas,0,0,0,0,0,0,0,(214) 319-8221,http://www.acmemarkets.com/pharmacy/,,,,,-96.700942,32.832789
1161,Albertsons Pharmacy 4286,1502141014,Pharmacy,,6700 West Freeway,Fort Worth,Tarrant,0,0,0,0,0,0,0,(817) 377-8078,,,,01/16/2021      ,13:02:49        ,-97.4328,32.735707
1162,Richmond State Supported Living Center,6029,Local Health Department,Q,2100 Preston,Richmond,Fort Bend,0,0,300,0,300,0,300,(281) 232-2075,http://www.govsc.org/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: 8:00 AM – 4:00 PM,Sunday: 8:00 AM – 4:00 PM",01/16/2021      ,02:50:07        ,-95.78305,29.588416
1163,Albertsons Pharmacy 4272,1502150021,Pharmacy,,850 E Loop 820,Fort Worth,Tarrant,0,0,0,0,0,0,0,,,,,,,-97.213489,32.767105
1164,Albertsons Pharmacy 4265,1502150024,Pharmacy,,5710 Broadway Blvd,Garland,Dallas,0,0,0,0,0,0,0,(972) 240-7438,https://local.pharmacy.albertsons.com/tx/garland/5710-broadway-blvd.html,,,,,-96.595423,32.845825
1165,Albertsons Pharmacy 4163,1502116016,Pharmacy,,5950 South Cooper St,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 472-6458,https://local.pharmacy.albertsons.com/tx/arlington/5950-s-cooper-st.html,,,,,-97.137206,32.649348
1166,Albertsons Pharmacy 4112,1502116031,Pharmacy,,3603 Mccann Road,Longview,Gregg,0,0,0,0,0,0,0,(903) 663-2056,http://www.albertsons.com/pd/stores/TX/Longview/Longview-McCann-and-Loop-281/DC5678335,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 10:00 AM – 6:00 PM,Sunday: 10:00 AM – 5:00 PM",,,-94.755106,32.543148
1167,Best Value Ridglea Pharmacy,25189398,Pharmacy,,Lovell Ave,Fort Worth,,0,0,70,0,70,0,70,,,,,01/14/2021      ,18:05:47        ,-97.413116,32.731559
1168,Best Value West Pharmacy,25189346,Pharmacy,,124 W Renfro,Burleson,Johnson,0,0,60,0,60,0,60,(817) 295-6128,http://www.mybestvaluerx.com/,,,01/15/2021      ,16:30:15        ,-97.322317,32.543034
1169,Best Value Renshaw Pharmacy,25189566,Pharmacy,,800 Medical Center Dr Ste A,Decatur,Wise,0,0,0,0,0,0,0,(940) 627-5343,http://www.mybestvaluerx.com/,,,01/14/2021      ,15:49:16        ,-97.595244,33.218512
1170,Dept of Public Health - Tarrant County / La Gran Plaza Health Center,25004258,Local Health Department,,1101 S Main St,Fort Worth,Tarrant,0,0,100,0,100,0,100,(817) 920-5752,http://access.tarrantcounty.com/en/public-health/public-health-locations/lagran-plaza-mall-public-health-center.html,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",,,-97.325863,32.73236
1171,Bowen Pediatrics,25248143,Medical Practice,,810 E Redd Rd Ste D,El Paso,El Paso,0,0,20,0,20,0,20,(915) 298-1008,https://bowen-pediatrics-bowen-michael-do.business.site/,,"Monday: 9:00 AM – 6:00 PM,Tuesday: 9:00 AM – 6:00 PM,Wednesday: 9:00 AM – 6:00 PM,Thursday: 9:00 AM – 6:00 PM,Friday: 9:00 AM – 6:00 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,08:22:27        ,-106.552624,31.86051
1172,Best Value Hometown Pharmacy,25189347,Pharmacy,,1702 Santa Fe Dr,Weatherford,Parker,0,0,0,0,0,0,0,(817) 594-3435,http://www.bestvaluepharmacies.com/,,,01/15/2021      ,11:09:35        ,-97.773801,32.739693
1173,Best Value Royces Pharmacy,25189394,Pharmacy,,502 N Main St,Cleburne,Johnson,0,0,30,0,30,0,30,(817) 645-2445,http://www.mybestvaluerx.com/,,,01/16/2021      ,07:20:03        ,-97.387815,32.351253
1174,Brady Medical Clinic,25084403,Community Clinic,,2010 Nine Rd,Brady,McCulloch,0,0,0,0,0,0,0,(325) 597-2114,http://www.bradyhospital.com/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",,,-99.346891,31.116029
1175,Bellaire Dermatology Associates Pa,1502095011,Medical Practice,,6565 West Loop South,Bellaire,Harris,0,0,0,0,0,0,0,(713) 661-4383,https://www.bellairedermatology.com/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 3:00 PM,Saturday: 8:00 AM – 12:00 PM,Sunday: Closed",01/15/2021      ,07:37:00        ,-95.459579,29.709723
1176,Brazos County Health and Wellness Clinic,1111868000,Medical Practice,,E. William J. Bryan Pkwy,Bryan,Brazos,0,0,0,0,0,0,0,(979) 846-8600,https://www.brazosvalleymentalhealth.com/,,,01/16/2021      ,17:53:40        ,-96.35176,30.671856
1177,Berg Minigutti Pllc,1502094055,Medical Practice,,8000 Eldorado Pkwy,Mckinney,Collin,0,0,200,0,200,0,200,(972) 464-2510,,,,01/15/2021      ,15:17:46        ,-96.722855,33.175503
1178,Ttuhsc Pharmacy,25303005,Pharmacy,,3601 4th Street 1a150,Lubbock,Lubbock,0,0,90,0,90,0,90,(806) 414-9393,https://www.ttuhsc.edu/pharmacy/,,,01/16/2021      ,09:06:55        ,-101.892101,33.589709
1179,Texas Tech University Health Science Ce,25243437,Other,,3601 4th St Ms 8150,Lubbock,Lubbock,0,0,1818,0,1818,0,1818,(806) 743-2669,http://www.texastechphysicians.com/,,,01/15/2021      ,09:22:39        ,-101.892101,33.589709
1180,Kroger Pharmacy 413,25205656,Pharmacy,,2580 E Arkansas Ln,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 861-2779,http://www.kroger.com/stores/details/011/00413?cid=loc_01100413PP_gmb,,"Monday: 8:00 AM – 7:00 PM,Tuesday: 8:00 AM – 7:00 PM,Wednesday: 8:00 AM – 7:00 PM,Thursday: 8:00 AM – 7:00 PM,Friday: 8:00 AM – 7:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:55:27        ,-97.064996,32.706023
1181,Kroger Pharmacy 150,25305516,Pharmacy,,6315 Garth Rd,Baytown,Harris,0,0,0,0,0,0,0,(346) 216-4155,http://www.kroger.com/stores/details/034/00150?cid=loc_03400150PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,18:49:24        ,-94.984275,29.792134
1182,Kroger Pharmacy 149,25305515,Pharmacy,,800 N Dixie Dr,Clute,Brazoria,0,0,0,0,0,0,0,(979) 529-4392,,,,01/15/2021      ,15:15:01        ,-95.422247,29.038425
1183,Kroger Pharmacy 145,25305514,Pharmacy,,223 Interstate 45 S,Huntsville,Walker,0,0,30,0,30,0,30,(936) 999-7001,http://www.kroger.com/stores/details/035/00521?cid=loc_03500521PP_gmb,,,01/16/2021      ,08:53:42        ,-95.564815,30.709963
1184,Dimmit Regional Hospital Dba Luevano Health Care,1502123005,Other,,504 Hospital Drive,Carrizo Springs,Dimmit,0,0,0,0,0,0,0,(830) 876-2424,http://www.dimmitregionalhospital.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,09:30:39        ,-99.861291,28.520116
1185,Kroger Pharmacy 142,30035143,Pharmacy,,20168 Eva St,Montgomery,Montgomery,0,0,0,0,0,0,0,(936) 449-7167,http://www.kroger.com/stores/details/034/00142?cid=loc_03400142PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",,,-95.678496,30.39004
1186,Christus Trinity Clinic Richmond Road T,25308844,Medical Practice,,3502 Richmond Rd,Texarkana,Bowie,0,0,64,0,64,0,64,(903) 614-5220,https://www.christushealth.org/trinity/clinic/locations-directions/richmond-road-ii?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUwNjA0NzAtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,,01/13/2021      ,14:55:09        ,-94.095965,33.468731
1187,The Center For Cancer And Blood Disord,25212774,Medical Practice,,800 W Magnolia Ave,Fort Worth,Tarrant,0,0,0,0,0,0,0,(817) 759-7000,https://thecentertx.com/,,"Monday: 8:30 AM – 5:00 PM,Tuesday: 8:30 AM – 5:00 PM,Wednesday: 8:30 AM – 5:00 PM,Thursday: 8:30 AM – 5:00 PM,Friday: 8:30 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/12/2021      ,11:47:28        ,-97.332837,32.730647
1188,Austin Regional Clinic South,25134533,Medical Practice,,3828 S 1st St,Austin,Travis,0,0,236,0,236,0,236,(512) 443-1311,https://www.austinregionalclinic.com/clinics/arc-south-1st-specialty?utm_source=online-directory&utm_campaign=yext&utm_content=location-so-first-spec,,"Monday: 7:30 AM – 5:00 PM,Tuesday: 7:30 AM – 5:00 PM,Wednesday: 7:30 AM – 5:00 PM,Thursday: 7:30 AM – 5:00 PM,Friday: 7:30 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",,,-97.769194,30.227018
1189,The University Of Texas At San Antonio,1502083077,Other,,One Utsa Circle,San Antonio,Bexar,0,0,0,0,0,0,0,,,,,01/12/2021      ,10:10:12        ,-98.617236,29.584994
1190,Junaid A Khan Md Pa,25313741,Medical Practice,,6 Professional Park Dr,Webster,Harris,0,0,0,0,0,0,0,(281) 557-0001,,,,01/14/2021      ,16:11:47        ,-95.127349,29.545602
1191,South Plains Rehabilitation Hospital,1502115043,Hospital,,5406 Colgate St,Lubbock,Lubbock,0,0,160,0,160,0,160,(806) 507-3500,http://southplainsrehab.com/?utm_source=Google%20My%20Business&utm_medium=Referral&utm_campaign=GMB%20Traffic,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/14/2021      ,07:58:48        ,-101.928491,33.602037
1192,Ea Squatty Lyons Health Center,25079831,Hospital,,1712 First Street,Humble,Harris,0,0,0,0,0,0,0,(281) 446-4139,https://www.harrishealth.org/locations-hh/Pages/ea-squatty-lyons-health-center.aspx,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/06/2021      ,16:10:10        ,-95.248405,29.999154
1193,Kroger Pharmacy 138,30035120,Pharmacy,,22030 Market Place Dr,New Caney,Montgomery,0,0,0,0,0,0,0,(281) 747-5089,http://www.kroger.com/stores/details/011/00320?cid=loc_01100320PP_gmb,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,17:06:36        ,-95.236209,30.1333
1194,Davam Urgent Care,25289659,Other,,6022 Farm to Market Rd 1488,Magnolia,Montgomery,0,0,70,0,70,0,70,,,,,01/16/2021      ,09:13:07        ,-95.559718,30.224685
1195,Kroger Pharmacy 010,25214105,Pharmacy,,24401 Brazos Town Xing,Rosenberg,Fort Bend,0,0,0,0,0,0,0,(281) 232-1237,http://www.kroger.com/stores/details/034/00010?cid=loc_03400010PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,09:03:27        ,-95.75125,29.542965
1196,Kroger Pharmacy 115,25288556,Pharmacy,,9703 Barker Cypress Rd,Cypress,Harris,0,0,0,0,0,0,0,(281) 746-3645,http://www.kroger.com/stores/details/034/00115?cid=loc_03400115PP_gmb,,,01/14/2021      ,10:45:33        ,-95.689604,29.918957
1197,Kroger Pharmacy 136,30035101,Pharmacy,,341 S Loop 336 W,Conroe,Montgomery,0,0,30,0,30,0,30,(936) 270-1027,http://www.kroger.com/stores/details/034/00136?cid=loc_03400136PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 10:00 AM – 6:00 PM",01/16/2021      ,09:37:49        ,-95.459073,30.27896
1198,Kroger Pharmacy 014,25205735,Pharmacy,,12605 I45 N,Willis,Montgomery,0,0,0,0,0,0,0,(936) 890-5060,http://www.kroger.com/stores/details/014/00361?cid=loc_01400361PP_gmb,,,,,-95.492748,30.420982
