OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1576,METHODIST SPECIALTY AND TRANSPLANT HOSP,Hospital,,8026 Floyd Curl Dr,San Antonio,Bexar,8026 Floyd Curl Dr,78229,29.5128849705278,-98.5772039920915,0,0,0,0,3200,(210) 575-8110,https://sahealth.com/locations/methodist-hospital-specialty-and-transplant/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,03/01/2021      ,14:43:43        ,-98.577204,29.512885
1577,METHODIST STONE OAK HOSPITAL ,Hospital,P,1139 E Sonterra Blvd,San Antonio,Bexar,1139 E Sonterra Blvd,78258,29.6144874671544,-98.4762029808369,0,0,0,0,4600,,,,03/01/2021      ,14:38:04        ,-98.476203,29.614487
1578,HOUSTON METHODIST WILLOWBROOK,Hospital,Q,18220 State Highway 249,Houston,Harris,18220 State Highway 249,77070,29.9628326995126,-95.5491021627323,0,0,0,0,4350,(281) 737-1000,https://www.houstonmethodist.org/locations/willowbrook/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click&y_source=1_MTIzMTU0NTEtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,03/08/2021      ,12:20:49        ,-95.549102,29.962833
1579,Granbury Hood County EMS Inc,Other,,,Granbury,Hood,2200 Commercial Ln,76048,32.436231,-97.811213,0,0,0,0,7000,,,,03/08/2021      ,07:45:00        ,-97.811213,32.436231
1580,UNIVERSITY OF TEXAS MEDICAL BRANCH - GALVESTON,Other,,301 University Blvd,Galveston,Galveston,301 University Blvd Galveston 77555,77555,29.3113391645305,-94.7781375866089,0,0,0,0,7000,(409) 772-2222,https://www.utmbhealth.com/,,02/08/2021      ,09:49:22        ,-94.778138,29.311339
1581,Texas Health Hospital Mansfield,Hospital,,2300 Lone Star Rd,Mansfield,Johnson,"2300 Lone Star Rd, Mansfield, TX 76063",76063,32.5380421153856,-97.0999438156289,0,0,0,0,200,(682) 341-5000,https://www.texashealth.org/locations/texas-health-mansfield,,02/03/2021      ,10:46:27        ,-97.099944,32.538042
1582,CCH Pharmacy,Hospital,,614 Eaker St,Eden,Concho,614 Eaker St Eden 76837,76837,31.2213589814377,-99.8481640598397,0,80,0,80,400,(325) 869-8760,http://www.conchocounty.hospital/,,03/08/2021      ,07:39:57        ,-99.848164,31.221359
1583,Wellmed Wooldridge,Other,,5846 Wooldridge Rd,Corpus Christi,Nueces,"5846 Wooldridge Rd, Corpus Christi, TX 78414",78414,27.6897611838973,-97.3747017752603,0,0,0,0,400,+13619948979,http://www.wellmedhealthcare.com/,,03/08/2021      ,06:44:27        ,-97.374702,27.689761
1584,Wellmed General Mc Mullen,Other,,448 Castroville Rd,San Antonio,Bexar,"448 Castroville Rd, San Antonio, TX 78207",78207,29.4180713003238,-98.5457837887158,0,0,0,0,400,+12104341400,https://www.wellmedhealthcare.com/,,03/08/2021      ,06:10:26        ,-98.545784,29.418071
1585,Wellmed Murchison,Community Clinic,,1810 Murchison Dr #300,El Paso,El Paso,"1810 Murchison Dr #300, El Paso, TX 79902",79902,31.7810578369377,-106.476428567737,0,0,0,0,400,+19155338544,https://www.wellmedhealthcare.com/,,03/08/2021      ,06:32:53        ,-106.476429,31.781058
1586,Centromed Pediatric Clinic,Other,,1034 W County Line Rd,New Braunfels,Comal,1034 W County Line Rd,78130,29.6719199480502,-98.1180267598743,0,0,0,0,200,+18306085700,https://centromedsa.com/locations/centromed-pediatric-clinic/,,03/08/2021      ,07:43:00        ,-98.118027,29.67192
1587,Fort Bend County Clinical Health Services - Missouri City,Other,,307 Texas Parkway,Missouri City,Fort Bend,307 Texas Parkway,77489,29.6175132443438,-95.5360262022034,0,0,0,0,100,+12813424530,https://www.myaccesshealth.org/,,02/25/2021      ,10:44:23        ,-95.536026,29.617513
1588,Avenue 360 Health And Wellness South Central,Other,,4405 Griggs Rd,Houston,Harris,4405 Griggs Rd,77021,29.7028102011524,-95.3501881598736,0,0,0,0,100,+18329624111,https://avenue360.org/,,,,-95.350188,29.70281
1589,Wellmed Morgan,Other,,2922 Morgan Avenue,Corpus Christi,Nueces,2922 Morgan Avenue,TX,27.7785391751605,-97.4215641887504,0,0,0,0,800,+13618876601,http://www.wellmedhealthcare.com/,,03/08/2021      ,06:31:54        ,-97.421564,27.778539
1590,Centromed Family First Clinic,Other,,9135 Schaefer Rd,Converse,Bexar,9135 Schaefer Rd,78109,29.5073700937559,-98.3081438733698,0,0,0,0,100,+12109227000,https://centromedsa.com/locations/family-first-clinic/,,03/05/2021      ,07:47:56        ,-98.308144,29.50737
1591,Brownsville Community Health Center,Community Clinic,,191 E Price Rd,Brownsville,Cameron,191 E Price Rd,78521,25.9309780159645,-97.4631483095991,0,0,0,0,1100,(956) 548-7400,,,03/08/2021      ,08:07:42        ,-97.463148,25.930978
1592,COLLINGSWORTH GENERAL,Pharmacy,A,1013 15th St,Wellington,Collingsworth,"1013 15th St, Wellington, TX, 79095",79095,34.849109,-100.212912,0,0,0,0,400,(806) 447-2521,,,03/03/2021      ,10:45:29        ,-100.212912,34.849109
1593,COCHRAN MEMORIAL HOSPITAL,Hospital,B,201 East Grant, Morton,Cochran,"201 East Grant, Morton, TX, 79346",79346,33.7193,-102.758085,0,140,0,140,800,(806) 266-5565,https://www.facebook.com/cochranmemorialhospital/,,03/08/2021      ,09:40:04        ,-102.758085,33.7193
1594,KNOX CO. HOSPITAL DISTRICT,Hospital,D,701 Se 5th St,Knox City,Knox,701 Se 5th St,79529,33.4140807033581,-99.8114497958736,0,0,0,0,300,(940) 657-3535,http://www.knoxcountyhospital-texas.com/,,03/05/2021      ,09:07:39        ,-99.81145,33.414081
1595,"THE PHYSICIAN'S CENTER, BRYAN",Hospital,N,3131 University Dr E, Bryan,Brazos,"3131 University Dr E, Bryan, TX, 77802",77802,30.643647,-96.305424,0,0,0,0,400,(979) 731-3100,http://thephysicianscentre.com/,,03/08/2021      ,08:56:54        ,-96.305424,30.643647
1596,Nuestra Clinica Del Valle - Donna,Other,,105 S 10th St,Donna,HIDALGO,105 S 10th St,78537,26.170049,-98.053176,0,0,0,0,200,+1 956 464 5809,,,03/05/2021      ,16:31:29        ,-98.053176,26.170049
1597,Tyler County Hospital Family Medical C,Community Clinic,,104 N Beech St,Woodville,Tyler,104 N Beech St,75979,30.7752857547138,-94.4294754482943,0,0,0,0,3300,(409) 283-2822,http://www.tchospital.us/services/tchfmc/,,03/08/2021      ,08:20:54        ,-94.429475,30.775286
1598,COOK CHILDRENS MEDICAL CENTER,Hospital,E,801 7th Ave,Fort Worth,Tarrant,801 7th Ave,76104,32.737167590641,-97.3419946885399,0,0,0,0,16000,(682) 885-4000,https://cookchildrens.org/medical-center/?utm_source=google&utm_medium=OrganicSearch&utm_campaign=yext,,03/05/2021      ,07:05:45        ,-97.341995,32.737168
1599,Premier ER Temple,Other,,7010 West Adams Ave,Temple,Bell,7010 West Adams Ave,76502,31.1177310073366,-97.4167589179318,0,0,0,0,200,(254) 228-1200,http://www.premier.care/,,02/12/2021      ,14:08:21        ,-97.416759,31.117731
1600,FAMILY FIRST URGENT CARE,Other,Q,2510 S Loop 336 W,Conroe,Montgomery,2510 S Loop 336 W,77304,30.2892755780979,-95.4920214672379,0,400,0,400,200,(936) 235-2825,http://www.familyfirsturgentcareconroe.com/,,03/06/2021      ,17:08:05        ,-95.492021,30.289276
1601,SUN CITY WEST ER,Other,I,351 E Redd Road,El Paso,El Paso,351 E Redd Road,79932,31.8637075111251,-106.577737349789,0,0,0,0,200,(915) 308-4218,http://www.suncityer.com/,,02/26/2021      ,08:35:45        ,-106.577737,31.863708
1602,LAREDO EMERGENCY ROOM,Hospital,T,7510 Mcpherson Rd,Laredo,Webb,7510 Mcpherson Rd,78041,27.5722280412783,-99.4726142936725,0,0,0,0,10000,(956) 242-6790,http://www.laredoemergency.com/,,02/08/2021      ,08:59:50        ,-99.472614,27.572228
1603,Solara Specialty Hospital Brownsville,Hospital,,333 Lorenaly Drive,Brownsville,Cameron,333 Lorenaly Drive,78526,25.9734375104185,-97.5096989690837,0,0,0,0,200,,,,03/02/2021      ,13:20:23        ,-97.509699,25.973438
1604,Community Action Health Center - Beeville,Community Clinic,,301 South Hillside Drive,Beeville,Bee,301 South Hillside Drive Ste 5,78102,28.406623871255,-97.7320905578006,0,0,0,0,12190,,,,03/08/2021      ,07:11:12        ,-97.732091,28.406624
1605,Montana Vista Community Partnership,Other,,14900 GREG DRIVE STE B ,EL PASO,EL PASO,14900 GREG DRIVE STE B EL PASO 79938,79938,31.798157,-106.162859,0,0,0,0,200,,,,03/04/2021      ,10:43:16        ,-106.162859,31.798157
1606,United Pharmacy 552,Pharmacy,,6313 4th Street,Lubbock,Lubbock,6313 4th Street,79416,33.5922824794387,-101.955498970093,0,0,0,0,200,(806) 784-1515,https://local.pharmacy.unitedsupermarkets.com/tx/lubbock/6313-4th-st.html,,03/02/2021      ,14:11:55        ,-101.955499,33.592282
1607,Howard County Community Health Center,Community Clinic,,1300 S Gregg St,Big Spring,Howard,1300 S Gregg St,79720,32.242036505332,-101.474236682148,0,0,0,0,500,8068947842,https://www.sprhs.org/,,03/08/2021      ,09:48:14        ,-101.474237,32.242037
1608,Clinicas Mi Doctor 21 Longpoint,Medical Practice,,10058a Long Point Rd,Houston,Harris,10058a Long Point Rd,77055,29.7943260767227,-95.5425759026269,0,0,0,0,200,(832) 380-3980,http://www.clinicasmidoctor.com/,,02/28/2021      ,11:36:50        ,-95.542576,29.794326
1609,Wellness Pointe/South 040587,Community Clinic,G,2131 South Mobberly,Longview,Gregg,2131 South Mobberly,75602,32.4676702891536,-94.7307006507613,0,35,0,35,200,,,,03/06/2021      ,07:40:31        ,-94.730701,32.46767
1610,Uhs Kenwood Clinic,Community Clinic,,302 Dora,San Antonio,Bexar,302 Dora,78212,29.4743524815301,-98.4960919797868,0,0,0,0,200,,http://www.universityhealthsystem.com/locations/kenwood-clinic,,01/22/2021      ,19:54:44        ,-98.496092,29.474352
1611,JASPER NEWTON CO CLINIC,Community Clinic,,139 W. Lamar,Jasper,Jasper,139 W. Lamar,75951,30.921822502707,-94.0011099884292,0,2816,0,2816,9800,(409) 384-6829,,,03/05/2021      ,18:12:06        ,-94.00111,30.921823
1612,DSHS - Anson,Local Health Department,D,2062 Us Hwy 277 North,Anson,Jones,2062 Us Hwy 277 North,79501,32.7688378155086,-99.8967092576886,0,0,0,0,500,,,,03/04/2021      ,16:05:11        ,-99.896709,32.768838
1613,Community Action Health Center,Vaccine Hub,U,621 E SINTON ST,Sinton,San Patricio,621 E SINTON ST,78387,28.0366930589251,-97.5034925050584,0,0,0,0,200,(361) 364-4486,www.cacost.org,,02/12/2021      ,01:09:24        ,-97.503493,28.036693
1614,Texas Tech University Health Service Center Internal Medicine,Other,I,4801 Alberta Ave St 200,El Paso,El Paso,4801 Alberta Ave St 200,79905,31.7731408,-106.4344535,0,0,0,0,1000,915-215-5200,,,03/08/2021      ,10:31:56        ,-106.434453,31.773141
1615,The Eddick Corporation,Pharmacy,,1015 Hillcrest Dr Ste B,Vernon,Wilbarger,1015 Hillcrest Dr Ste B,76384,34.1578959448756,-99.3125719512754,0,0,0,0,200,(940) 552-9501,http://www.edickins.com/,,03/08/2021      ,10:46:25        ,-99.312572,34.157896
1616,Internal Medicine Associates Of Plano,Medical Practice,,6124 W Parker Rd Ste 234,Plano,Collin,6124 W Parker Rd Ste 234,75093,33.045061071266,-96.8335574635417,0,450,0,450,2400,(972) 468-9999,http://www.planointernist.com/,,03/05/2021      ,06:48:18        ,-96.833557,33.045061
1617,Wellmed Crossroads,Community Clinic,,E Fern,Mcallen,Hidalgo,1301 E Fern,78501,26.2298823251126,-98.2000395583794,0,0,0,0,800,,,,03/08/2021      ,06:07:07        ,-98.20004,26.229882
1618,EASTLAND MEMORIAL HOSPITAL,Hospital,D,304 S Daugherty,Eastland,Eastland,304 S Daugherty,76448,32.3999329900369,-98.8215725118394,0,0,0,0,1200,(254) 629-2601,http://www.eastlandmemorial.com/,,03/08/2021      ,10:19:19        ,-98.821573,32.399933
1619,Dshs Meridian,Other,,409 South Hill,Meridian,Bosque,409 South Hill,76665,31.9224604773622,-97.6526413054125,0,0,0,0,200,,,,03/07/2021      ,11:20:32        ,-97.652641,31.92246
1620,Texas Health Resources Infusion Pharmacy ,Pharmacy,E,1100 Bridgewood,Fort Worth,Tarrant,"1100 Bridgewood Drive, Suite 107",76112,32.744032,-97.21957,0,0,0,0,169630,(682) 236-7601,https://www.texashealth.org/fortworth,,03/08/2021      ,08:33:14        ,-97.21957,32.744032
1621,Texas Health Resources - HUGULEY HOSP - BURLESON,Vaccine Hub,E,11801 South Freeway,Burleson,Tarrant,"11801 South Freeway, Burleson, TX, 76028",76028,32.58651,-97.31905,0,0,0,0,8800,817-248-6299 Option 7,www.tarrantcounty.com/COVIDshot,,03/05/2021      ,15:50:34        ,-97.31905,32.58651
1622,Healthcare Associates Of Irving Llp - Rowlett,Hospital,,7501 Lakeview Pkwy,Rowlett,Dallas,7501 Lakeview Pkwy,75088,32.911974779755,-96.5290719533941,0,0,0,0,400,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,03/03/2021      ,15:58:17        ,-96.529072,32.911975
1623,Healthcare Associates Of Irving Llp - Haslet,Medical Practice,,1205 Avondale Haslet Rd,Haslet,Tarrant,1205 Avondale Haslet Rd,76052,32.9689492159377,-97.3837403382099,0,0,0,0,200,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/26/2021      ,13:57:58        ,-97.38374,32.968949
1624,Healthcare Associates Of Irving Llp - Mansfield,Medical Practice,,221 Regency Pkwy,Mansfield,Tarrant,221 Regency Pkwy,76063,32.5684068969303,-97.112054190185,0,0,0,0,400,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/26/2021      ,14:26:30        ,-97.112054,32.568407
1625,Su Clinica Women's Health Center- Harlingen,Other,,1706 Treasure Hills Blvd,Harlingen,Cameron,1706 Treasure Hills Blvd,78550,26.171616581301,-97.6679206593892,0,0,0,0,400,,,,03/05/2021      ,16:42:22        ,-97.667921,26.171617
1626,St. Hope Foundation Sugar Land,Other,,14815 Southwest Fwy,Sugar Land,FORT BEND,14815 SOUTHWEST FWY,77478,29.609652,-95.610512,0,50,0,50,600,,,,03/05/2021      ,14:02:05        ,-95.610512,29.609652
1627,South Tx Rural Health Services of Hondo,Other,,,Hondo,Medina,2912 Avenue E,78861,29.3371505292639,-99.1341290171204,0,0,0,0,400,,,,03/08/2021      ,09:42:36        ,-99.134129,29.337151
1628,South Tx Family Planning and Health Corp - Robstown,Other,U,515 Pat Shutter St Suite 121,Robstown,Nueces,515 Pat Shutter St Suite 121,78380,27.7876991197623,-97.680477192279,0,0,0,0,1000,(361) 387-6996,http://www.stfphc.org/robstown.html,,02/23/2021      ,13:43:36        ,-97.680477,27.787699
1629,SOLARA HOSPITAL MCALLEN,Hospital,V,301 W Expressway 83 Suite B,Mcallen,Hidalgo,301 W Expressway 83 Suite B,78503,26.1881682415876,-98.2258989212903,0,0,0,0,4300,(956) 632-4000,https://southtexashealthsystemmcallen.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,03/01/2021      ,08:34:01        ,-98.225899,26.188168
1630,SELECT SPECIALTY HOSPITAL DALLAS - CARROLLTON,Hospital,E,2329 W Parker Rd,Carrollton,Denton,2329 W Parker Rd,75010,33.0449074893469,-96.8647986915264,0,0,0,0,600,(469) 892-1400,http://dallas.selectspecialtyhospitals.com/,,02/17/2021      ,14:36:05        ,-96.864799,33.044907
1631,ROLLING PLAINS MEMORIAL HOSPITAL,Hospital,D,200 East Arizona,Sweetwater,Nolan,200 East Arizona,79556,32.4539752688508,-100.397605756483,0,0,0,0,700,(325) 235-2030,https://www.rpmh.net/home-health/,,03/01/2021      ,16:01:58        ,-100.397606,32.453975
1632,Ut Medicine,Medical Practice,,3939 Medical Dr Ste 100,San Antonio,Bexar,3939 Medical Dr Ste 100,78229,29.5198364111192,-98.5603399968398,0,0,0,0,4000,2105045200,http://www.uthscsa.edu/patient-care/physicians/facility/Medical-Arts-Research-Center---MARC,,03/03/2021      ,06:11:34        ,-98.56034,29.519836
1633,ResourceCare Baird,Medical Practice,,West 4th St,Baird,Callahan,128 West 4th Street,79504,32.394876,-99.394403,0,0,0,0,400,325-854-1365,,,03/04/2021      ,22:34:42        ,-99.394403,32.394876
1634,Memorial Hermann Medical Group West University,Medical Practice,,3525 West Holcombe Blvd,Houston,Harris,3525 West Holcombe Blvd,77025,29.7059524709852,-95.4324200355599,0,0,0,0,4200,(713) 814-2800,https://www.memorialhermann.org/locations/mhmg-west-university,,02/12/2021      ,14:14:04        ,-95.43242,29.705952
1635,Premier ER San Marcos,Other,,1509 N Interstate 35,San Marcos,Hays,1509 N Interstate 35,78666,29.8935924795893,-97.9130358146099,0,0,0,0,200,(512) 648-6188,http://www.premier.care/,,02/22/2021      ,18:19:59        ,-97.913036,29.893592
1636,PAM Specialty Hospital Corpus Christi,Hospital,U,"600 Elizabeth St, Corpus Christi, TX 78404",Corpus Christi,Nueces,600 Elizabeth St,78404,27.77827946,-97.39485423,0,0,0,0,200,,,,02/27/2021      ,18:11:17        ,-97.394854,27.778279
1637,Centro De Salud Familiar La Fe- San Elizario,Other,,12101 Socorro Rd,San Elizario,El Paso,"12101 Socorro Road, San Elizario, TX, USA",79849,31.5965525,-106.2732688,0,0,0,0,200,,,,03/08/2021      ,08:23:50        ,-106.273269,31.596553
1638,NUESTRA CLINICA DEL VALLE EDINBURG,Medical Practice,V,301 N. 87 TH ST,EDINBURG,Hidalgo,301 N. 87 TH ST,78542,26.2963982,-98.0681945,0,0,0,0,200,,,,02/26/2021      ,14:47:31        ,-98.068194,26.296398
1639,Centro De Salud Familiar La Fe- El Paso,Other,,700 S Ochoa St,El Paso,El Paso,"700 South Ochoa Street, El Paso, TX, USA",79901,31.7539644,-106.4796537,0,0,0,0,200,,,,03/08/2021      ,08:21:47        ,-106.479654,31.753964
1640,Nuestra Clinica Del Valle - Mission,Other,,,Mission,Hidalgo,611 N Bryan Rd,78572,26.20908,-98.31106,0,0,0,0,500,956-580-3303,,,03/05/2021      ,15:40:03        ,-98.31106,26.20908
1641,LSCC Bastrop Health Clinic Women's Wellness,Community Clinic,,,Bastrop,Bastrop,605 Old Austin Hwy,78602,30.111,-97.337395,0,0,0,0,900,877-800-5722,www.lonestarcares.org,,03/06/2021      ,12:43:59        ,-97.337395,30.111
1642,MOORE COUNTY HOSPITAL DISTRICT,Hospital,A,224 E 2nd St,Dumas,Moore,"224 E 2nd St, Dumas, TX, 79029",79029,35.86417,-101.971831,0,200,0,200,800,(806) 935-7171,http://www.mchd.net/,,03/08/2021      ,08:45:15        ,-101.971831,35.86417
1643,Mi Doctor 7,Medical Practice,,4200 South Fwy Ste 106,Fort Worth,Tarrant,4200 South Fwy Ste 106,76115,32.6864427379848,-97.3210072046596,0,0,0,0,1000,,,,03/08/2021      ,08:21:07        ,-97.321007,32.686443
1644,Wellmed Trawood,Other,,2260 Trawood,El Paso,El Paso,2260 Trawood,79935,31.76433,-106.3215,0,0,0,0,400,,,,03/08/2021      ,06:38:56        ,-106.3215,31.76433
1645,Wellmed St. John,Other,,6406 N Ih35,Austin,Travis,6406 N Ih35,78752,30.32591,-97.707,0,0,0,0,400,,,,03/08/2021      ,06:38:08        ,-97.707,30.32591
1646,Wellmed Portland,Other,,2413 Memorial Pkwy,Portland,San Patricio,2413 Memorial Pkwy,78374,27.9009625375812,-97.3151747061009,0,0,0,0,400,,,,03/08/2021      ,06:36:41        ,-97.315175,27.900963
1647,Wellmed Pflugerville,Other,,2700 W PECAN ST STE 102,Pflugerville,Travis,2700 W PECAN ST STE 102,78660,30.45011,-97.65657,0,0,0,0,400,,,,03/08/2021      ,06:35:26        ,-97.65657,30.45011
1648,Wellmed Leander,Other,,601 Crystal Falls Parkway,Leander,WILLIAMSON,601 Crystal Falls Parkway,78641,30.5555593380207,-97.8521407992442,0,0,0,0,400,,,,03/08/2021      ,06:30:06        ,-97.852141,30.555559
1649,Memorial Hermann Surgery Center in Memorial Village,Other,Q,1120 Business Center Drive,Houston,Harris,1120 Business Center Drive,77043,29.7895623323459,-95.5680473593844,0,0,0,0,200,(713) 337-1111,https://www.memorialhermann.org/locations/surgery-center-memorial-village,,02/12/2021      ,15:48:38        ,-95.568047,29.789562
1650,Wellmed Central Park,Other,,509 South Expressway 83,Harlingen,Cameron,509 South Expressway 83,78550,26.18729,-97.71563,0,0,0,0,400,,,,03/08/2021      ,06:06:28        ,-97.71563,26.18729
1651,Wellmed at Southwest Military,Community Clinic,,Sw Military,San Antonio,Bexar,517 Sw Military,78221,29.358195460063,-98.4998149876685,0,0,0,0,400,,,,03/08/2021      ,06:04:59        ,-98.499815,29.358195
1652,Vcare Clinics Pasadena,Medical Practice,,2615 Strawberry Rd,Pasadena,Harris,2615 Strawberry Rd,77502,29.6724960206414,-95.1928624767776,0,0,0,0,200,713-944-2273,,,02/16/2021      ,13:49:40        ,-95.192862,29.672496
1653,Walgreens Pharmacy 03661,Pharmacy,,6768 Highway 6 S,Houston,Harris,6768 Highway 6 S,77083,29.7045944187492,-95.6449909598462,0,0,0,0,200,+12815309768,https://www.walgreens.com/locator/walgreens-6768+highway+6+s-houston-tx-77083/id=3661,,02/25/2021      ,20:32:26        ,-95.644991,29.704594
1654,Capital Medical Clinic,Medical Practice,,1301 W 38th St,Austin,Travis,1301 W 38th St,78705,30.3065248021419,-97.7460906830366,0,0,0,0,1000,(512) 454-5171,http://www.capitalmedicalclinic.com/,,02/11/2021      ,16:02:40        ,-97.746091,30.306525
1655,Shots For Tots Far South,Local Health Department,,405 W Stassney Ln,Austin,Travis,405 W Stassney Ln,78745,30.2071748162653,-97.7791111067772,0,0,0,0,200,(512)972-5560,http://www.austintexas.gov/immunizations,,03/04/2021      ,09:29:25        ,-97.779111,30.207175
1656,Shots For Tots St Johns,Local Health Department,,7500 Blessing Ave,Austin,Travis,7500 Blessing Ave,78752,30.3319494614061,-97.6930619020449,0,0,0,0,200,(512)972-5560,http://www.austintexas.gov/wic,,03/04/2021      ,09:30:21        ,-97.693062,30.331949
1657,Healthcare Associates Of Irving Llp Vir - McKinney 2,Hospital,,2760 Virginia Pkwy,Mckinney,Collin,2760 Virginia Pkwy,75071,33.1989518241953,-96.6525461043476,0,0,0,0,400,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/06/2021      ,12:11:13        ,-96.652546,33.198952
1658,McAllen Oncology,Medical Practice,V,5401 N G St,McAllen,Hidalgo,5401 N G St,78504,26.24789585,-98.20323278,0,0,0,0,200,956-217-7000,,,03/01/2021      ,09:32:37        ,-98.203233,26.247896
1659,MCALLEN MEDICAL HEART HOSPITAL (STHS),Hospital,V,1900 South D Street,Mcallen,Hidalgo,1900 South D Street,78503,26.1837652354426,-98.2175118002192,0,55,0,55,800,(956) 994-2000,https://southtexashealthsystemheart.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,03/08/2021      ,11:39:20        ,-98.217512,26.183765
1660,Healthcare Associates Of Irving Llp - Rockwall,Medical Practice,,6435 South Fm 549,Rockwall,Rockwall,6435 South Fm 549,75032,32.8643449921461,-96.4402979595774,0,0,0,0,200,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/06/2021      ,12:01:02        ,-96.440298,32.864345
1661,MCALLEN MEDICAL CENTER (STHS),Hospital,V,301 W Expressway 83,Mcallen,Hidalgo,301 W Expressway 83,78501,26.1882083807114,-98.219988776733,0,0,0,0,400,(956) 632-4880,http://www.chghospitals.com/,,03/05/2021      ,08:33:04        ,-98.219989,26.188208
1662,Healthcare Associates Of Irving-Southlake,Medical Practice,E,1001 W Southlake Blvd,Southlake,Tarrant,1001 W Southlake Blvd,76092,32.9417552259349,-97.1648177809551,0,0,0,0,400,(817) 310-0421,https://healthcareassociates.com/location/southlake/,,02/11/2021      ,20:04:52        ,-97.164818,32.941755
1663,Lone Star Family Health Center,Vaccine Hub,,605 S Conroe Medical Dr,Conroe,Montgomery,605 S Conroe Medical Dr,77304,30.2847737634019,-95.471444248907,0,0,0,0,24100,936-523-5230,https://www.lonestarvaccine.com,,03/05/2021      ,20:24:15        ,-95.471444,30.284774
1664,Healthcare Associates Of Irving Llp - Aubrey,Medical Practice,,8700 Us Hwy 380,Aubrey,Denton,8700 Us Hwy 380,76227,33.2281607451051,-96.9952745814785,0,0,0,0,200,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/06/2021      ,07:54:23        ,-96.995275,33.228161
1665,Healthcare Associates Of Irving Llp - Arlington,Medical Practice,,6201 Matlock Rd,Arlington,Tarrant,6201 Matlock Rd,76002,32.6441365958397,-97.1151709170615,0,0,0,0,200,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/06/2021      ,07:35:43        ,-97.115171,32.644137
1666,Healthcare Associates Of Irving Llp - Euless,Hospital,,910 N Main St,Euless,Tarrant,910 N Main St,76039,32.8496465286471,-97.0825765454594,0,0,0,0,400,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/06/2021      ,11:57:59        ,-97.082577,32.849647
1667,Community Care Hancock,Community Clinic,,1000 E 41st St,Austin,Travis,"1000 East 41st Street, Austin, TX, USA",78751,30.2985612,-97.7189696,0,0,0,0,200,512-978-9015,,,03/08/2021      ,11:02:41        ,-97.71897,30.298561
1668,Rockwall Fire Department,Other,,75087,Rockwall,Rockwall,306 E Boydstun Ave,75087,32.9240605,-96.4581912,0,0,0,0,6010,(214) 532-7097,,,03/04/2021      ,13:48:45        ,-96.458191,32.924061
1669,Healthcare Associates Of Irving Llp - Coppell,Medical Practice,,546 E Sandy Lake Rd,Coppell,Dallas,546 E Sandy Lake Rd,75019,32.9695741287293,-96.9771886975398,0,0,0,0,400,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,02/06/2021      ,07:42:58        ,-96.977189,32.969574
1670,Linos Pharmacy 2,Pharmacy,,201 N Fm 3167 Ste 101102,Rio Grande City,Starr,201 N Fm 3167 Ste 101102,78582,26.3990970082669,-98.8527659845164,0,0,0,0,200,(956) 488-1811,,,03/08/2021      ,10:58:41        ,-98.852766,26.399097
1671,Lhd Hays County Health Department Re,Vaccine Hub,,broadway,san marcos,bexar,401 Broadway St Ste A,78666,29.8616713304617,-97.9424713466867,0,0,0,0,30190,512-393-5520,https://hayscountytx.com/departments/local-health-department/,,03/08/2021      ,10:42:30        ,-97.942471,29.861671
1672,LHD Corsicana-Navarro Public Health District,Vaccine Hub,E,618 N MAIN,CORSICANA,Navarro,618 N MAIN,75110,32.09842,-96.46853,0,0,0,0,14700,"""903-875-3977 (English line) 903-875-3978 (Spanish line)  """,https://www.navarrocountyoem.org,,03/08/2021      ,10:26:59        ,-96.46853,32.09842
1673,Legacy Communty Health - Beaumont,Community Clinic,,450 N 11th St,Beaumont,Jefferson,450 N 11th St,77702,30.0856758737487,-94.1295914317116,0,0,0,0,400,,,,03/06/2021      ,00:00:00        ,-94.129591,30.085676
1674,Communitycare Rundberg,Other,,825 E Rundberg Ln Ste B1,Austin,Travis,825 E Rundberg Ln Ste B1,78753,30.3566780545407,-97.6870424084528,0,0,0,0,1300,512-978-9600,https://communitycaretx.org/locations/rundberg.html,,03/08/2021      ,10:15:02        ,-97.687042,30.356678
