OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1304,Dripping Springs Pharmacy,Pharmacy,,100 Commons Rd Suite 1,Dripping Springs,Hays,100 Commons Rd Suite 1,78620,30.1916107450618,-98.0846665155788,0,0,0,0,0,0,0,100,(512) 858-7935,https://martinswellness.com/,,01/26/2021      ,08:23:26        ,-98.084667,30.191611
1305,BAYLOR SCOTT & WHITE MC - AUSTIN,Pharmacy,O,5245 W Highway 290,Austin,Travis,5245 W Highway 290,78735,30.2360649316302,-97.8359612733041,0,0,0,880,0,880,880,1800,(512) 654-2100,https://www.bswhealth.com/locations/austin-medical-center?y_source=1_MTUxOTI3NzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,01/26/2021      ,11:14:46        ,-97.835961,30.236065
1306,SETON SOUTHWEST HOSPITAL,Hospital,O,7900 Fm 1826,Austin,Hays,7900 Fm 1826,78737,30.2269816306546,-97.8895285156974,0,0,0,40,0,40,40,400,(512) 324-9000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Ascension-Seton-Southwest,,01/27/2021      ,09:32:54        ,-97.889529,30.226982
1307,SETON NORTHWEST HOSPITAL,Hospital,O,11113 Research Blvd,Austin,Travis,11113 Research Blvd,78723,30.4053707422713,-97.7449347347692,0,0,200,700,200,700,900,1400,(512) 324-6000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Ascension-Seton-Northwest,,01/27/2021      ,09:28:47        ,-97.744935,30.405371
1308,Westover Hills Family Health,Medical Practice,,11212 State Highway 151 Plaza 1,San Antonio,Bexar,11212 State Highway 151 Plaza 1,78251,29.4674739565082,-98.6946397361789,0,0,0,220,0,220,220,1000,,,,01/27/2021      ,08:48:21        ,-98.69464,29.467474
1309,West Oaks Urgent Care,Medical Practice,,2150 Highway 6 S Ste 100,Houston,Harris,2150 Highway 6 S Ste 100,77077,29.7427066696438,-95.6444406127171,0,0,550,0,550,0,550,2000,(281) 496-4948,http://www.westoaksurgentcare.net/,,01/26/2021      ,19:00:10        ,-95.644441,29.742707
1310,DELL SETON MEDICAL CENTER AT UT,Hospital,O,1500 Red River St,Austin,Travis,1500 Red River St,78701,30.276145348454,-97.7336217638729,0,40,0,700,0,740,740,5300,(512) 324-7000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Dell-Seton-Medical-Center-at-The-University-of-Texas,,01/27/2021      ,09:22:35        ,-97.733622,30.276145
1311,West Oak Med Clinic Pa,Medical Practice,,407 W Oak St,West,McLennan,407 W Oak St,76691,31.8032119214855,-97.0956313660643,0,0,0,0,0,0,0,100,(254) 826-3865,,,01/21/2021      ,08:13:48        ,-97.095631,31.803212
1312,SETON SMITHVILLE REGIONAL HOSPITAL,Hospital,O,1201 Hill Rd,Smithville,Bastrop,1201 Hill Rd,78957,30.0044513214399,-97.1353602396025,0,0,0,100,0,100,100,200,(512) 237-3214,,,01/26/2021      ,08:27:43        ,-97.13536,30.004451
1313,West Texas Family Medicine,Medical Practice,,1806 Quincy St,Plainview,Hale,1806 Quincy St,79072,34.2003150130643,-101.724654163467,0,0,0,100,0,100,100,500,(806) 288-7891,http://www.westtexasfamilymedicine.com/,,01/25/2021      ,17:30:15        ,-101.724654,34.200315
1314,TEXAS REHAB HOSPITAL OF FORT WORTH,Hospital,E,425 Alabama Avenue,Fort Worth,Tarrant,425 Alabama Avenue,76104,32.7404319228327,-97.3414194385248,0,0,10,180,10,180,190,400,(817) 820-3400,http://www.texasrehabhospital.com/,,01/27/2021      ,08:01:15        ,-97.341419,32.740432
1315,SETON EDGAR B. DAVIS HOSPITAL,Hospital,O,130 Hays St,Luling,Caldwell,130 Hays St,78648,29.6726174744185,-97.6534823037936,0,0,0,0,0,0,0,700,(830) 875-7000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Luling-Ascension-Seton-Edgar-B-Davis,,01/27/2021      ,09:43:12        ,-97.653482,29.672617
1316,SETON MC HAYS,Hospital,O,6001 Kyle Pkwy,Kyle,Hays,6001 Kyle Pkwy,78640,30.0088360207197,-97.8526570265427,0,110,0,800,0,910,910,3950,(512) 504-5000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Kyle-Ascension-Seton-Hays,,01/27/2021      ,09:26:29        ,-97.852657,30.008836
1317,SETON MC WILLIAMSON,Hospital,O,201 Seton Pkwy,Round Rock,Williamson,201 Seton Pkwy,78665,30.569763458599,-97.6523083344343,0,0,100,1190,100,1190,1290,2200,,http://www.seton.net/locations/seton_medical_center_williamson/,,01/27/2021      ,09:27:25        ,-97.652308,30.569763
1318,SETON DELL CHILDREN'S MC (LVL 1),Hospital,O,4900 Mueller Blvd,Austin,Travis,4900 Mueller Blvd,78723,30.3026628821637,-97.7048865043118,0,65,0,1200,0,1265,1265,5100,512-324-0000,,,01/27/2021      ,09:24:15        ,-97.704887,30.302663
1319,ASCENSION SETON BASTROP HOSPITAL,Hospital,O,630 W Sh 71,Bastrop,Bastrop,630 W Sh 71,78602,30.1102512902514,-97.3447989057612,0,0,0,50,0,50,50,200,(737) 881-7400,https://healthcare.ascension.org/Locations/Texas/TXAUS/Bastrop-Ascension-Seton-Bastrop?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,,01/27/2021      ,09:44:30        ,-97.344799,30.110251
1320,SETON MC AUSTIN,Hospital,O,1201 W 38th St, Austin,Travis,"1201 W 38th St, Austin, TX, 78705",78705,30.306271,-97.745356,0,1950,200,800,200,2750,2950,12650,(512) 324-1000,,,01/27/2021      ,09:16:17        ,-97.745356,30.306271
1321,PAMPA REGIONAL MEDICAL CENTER,Pharmacy,A,One Medical Plaza,Pampa,Gray,One Medical Plaza,79065,35.5724685059732,-100.96419408031,0,0,0,120,0,120,120,400,(806) 665-3721,https://www.prmctx.com/,,01/27/2021      ,08:13:32        ,-100.964194,35.572469
1322,W. J. MANGOLD MEMORIAL HOSPITAL,Hospital,B,320 N Main St,Lockney,Floyd,320 N Main St,79241,34.1270337159258,-101.44165263505,0,0,0,0,0,0,0,100,(325) 574-2488,,,01/27/2021      ,09:31:23        ,-101.441653,34.127034
1323,BAYLOR SCOTT WHITE MC - ALL SAINTS (FORT WORTH),Hospital,E,1400 8th Ave,Fort Worth,Tarrant,"1400 Eighth Avenue, Fort Worth, TX, 76104",76104,32.730265,-97.32002,452,0,450,0,902,0,902,7650,(817) 926-2544,https://www.bswhealth.com/locations/fort-worth/?y_source=1_MTM0MTE3MDMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,01/26/2021      ,11:09:34        ,-97.32002,32.730265
1324,CITIZENS MEDICAL CENTER,Hospital,S,2701 Hospital Dr,Victoria,Victoria,2701 Hospital Dr,77901,28.8131756795631,-96.976792736434,0,15,0,200,0,215,215,2350,,,,01/27/2021      ,09:19:27        ,-96.976793,28.813176
1325,MID-JEFFERSON EXTENDED CARE - NEDERLAND,Other,R,2600 Highway 365, Nederland,Jefferson,"2600 Highway 365, Nederland, TX, 77627",77627,29.95563,-93.98639,0,0,0,0,0,0,0,100,(409) 726-8700,,,01/24/2021      ,09:50:13        ,-93.98639,29.95563
1326,West Frisco Health And Wellness,Medical Practice,,4280 Main Street,Frisco,Denton,4280 Main Street,75033,33.1534211165987,-96.8506029326704,0,0,0,500,0,500,500,1000,(972) 464-2510,https://westfrisco.com/,,01/26/2021      ,08:52:06        ,-96.850603,33.153421
1327,West Oaks Urgent Care Ii,Medical Practice,,9138 West Rd,Houston,Harris,9138 West Rd,77064,29.902984346792,-95.5492042917613,0,0,740,0,740,0,740,2000,(832) 230-8772,http://www.westoaksurgentcare.net/,,01/26/2021      ,19:01:11        ,-95.549204,29.902984
1328,West Oaks Urgent Care Iii,Medical Practice,,10450 Fm 1464,Richmond,Fort Bend,10450 Fm 1464,77407,29.6616249436799,-95.6859529929637,0,0,180,0,180,0,180,200,(832) 532-0004,http://www.westoaksurgentcare.net/,,01/26/2021      ,19:02:11        ,-95.685953,29.661625
1329,Steven A Davis Md Pa,Medical Practice,,7810 Louis Pasteur,San Antonio,Bexar,7810 Louis Pasteur,78229,29.5096348456617,-98.5683938574829,0,0,0,0,0,0,0,800,(210) 614-3355,https://dermlasersa.com/,,01/27/2021      ,08:19:48        ,-98.568394,29.509635
1330,Adoue Community Health Network,Community Clinic,,1111 West Adoue,Alvin,Brazoria,1111 West Adoue,77511,29.4200314012851,-95.2544818301536,0,0,0,40,0,40,40,200,(281) 824-1480,https://mychn.org/adoue-family-health-center/,,01/27/2021      ,08:12:34        ,-95.254482,29.420031
1331,FAMILY FIRST URGENT CARE,Other,Q,2510 S Loop 336 W,Conroe,Montgomery,2510 S Loop 336 W,77304,30.2892755780979,-95.4920214672379,0,0,0,0,0,0,0,100,(936) 235-2825,http://www.familyfirsturgentcareconroe.com/,,01/27/2021      ,07:58:16        ,-95.492021,30.289276
1332,The Medicine Shoppe Pharmacy 0708,Pharmacy,,1624 N Travis St,Sherman,Grayson,1624 N Travis St,75092,33.6522431781759,-96.6142340174943,0,0,0,286,0,286,286,1400,(903) 892-9291,http://www.medicineshoppe.com/pharmacy-locations/texas/sherman/home,,01/27/2021      ,07:18:02        ,-96.614234,33.652243
1333,CUERO REGIONAL HOSPITAL,Hospital,S,2550 N Esplanade,Cuero,DeWitt,2550 N Esplanade,77954,29.1131748523296,-97.2815472333999,0,0,0,200,0,200,200,400,,,,01/27/2021      ,06:35:20        ,-97.281547,29.113175
1334,HANSFORD COUNTY HOSPITAL DISTRICT ,Hospital,A,707 Roland St,Spearman,Hansford,707 Roland St,79081,36.1902669892601,-101.20010995362,0,0,0,0,0,0,0,600,(806) 659-2535,http://www.hchd.net/,,01/27/2021      ,09:20:04        ,-101.20011,36.190267
1335,Covenant Health Pharmacy,Pharmacy,,3615 19th St Ms 108,Lubbock,Lubbock,3615 19th St Ms 108,79410,33.5778725210474,-101.892174026879,0,0,0,400,0,400,400,800,(678) 585-4962,https://covenanthealthpharmacy.business.site/,,01/26/2021      ,08:42:54        ,-101.892174,33.577873
1336,BAYLOR SCOTT & WHITE MC - LAKEWAY,Hospital,O,100 Medical Pkwy,Austin,Travis,100 Medical Pkwy,78738,30.3326934810415,-97.9708851119369,0,0,30,1090,30,1090,1120,2200,(972) 520-8000,https://www.bswhealth.com/locations/lake-pointe/?y_source=1_MTM0MTE2OTAtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,01/26/2021      ,11:49:37        ,-97.970885,30.332693
1337,Avenue 360 Health and Wellness Humble,Medical Practice,,9816 Memorial Blvd Suite 120,Humble,Harris,9816 Memorial Blvd Suite 120,77338,29.994148377617,-95.2746971398066,0,0,60,0,60,0,60,100,,,,01/26/2021      ,13:43:17        ,-95.274697,29.994148
1338,Austin Regional Clinic Sendero Springs,Medical Practice,,1025 Sendero Springs Dr Ste 120,Round Rock,Williamson,1025 Sendero Springs Dr Ste 120,78681,30.5496002481798,-97.738114533833,0,0,0,430,0,430,430,1000,(737) 220-7500,https://www.austinregionalclinic.com/clinics/arc-sendero-springs,,01/27/2021      ,07:27:56        ,-97.738115,30.5496
1339,BAYLOR MEDICAL CENTER - TROPHY CLUB,Hospital,E,,Trophy Club,Denton,"2850 TX-114, Trophy Club, TX, 76262",76262,32.98863,-97.17509,0,0,10,0,10,0,10,0,(817) 837-4600,,,01/26/2021      ,09:58:18        ,-97.17509,32.98863
1340,Bay Colony Pediatrics,Medical Practice,,2251 Fm 646 Rd W,Dickinson,Galveston,2251 Fm 646 Rd W,77539,29.4593727632702,-95.0959728728494,0,0,0,0,0,0,0,100,(281) 614-2445,http://www.baycolonypediatrics.com/,,01/26/2021      ,05:43:00        ,-95.095973,29.459373
1341,Austin Regional Clinic Pflugerville,Medical Practice,,15803 Windermere Dr Ste 103,Pflugerville,Travis,15803 Windermere Dr Ste 103,78660,30.4466213520668,-97.6483034533863,0,0,0,460,0,460,460,1000,(512) 989-2680,https://www.austinregionalclinic.com/clinics/arc-pflugerville?utm_source=online-directory&utm_campaign=yext&utm_content=location-pf,,01/26/2021      ,09:31:30        ,-97.648303,30.446621
1342,Austin Regional Clinic Quarry Lake,Medical Practice,,4515 Seton Center Pkwy Ste 220,Austin,Travis,4515 Seton Center Pkwy Ste 220,78759,30.4010354950236,-97.7424770151178,0,0,0,300,0,300,300,1500,(512) 338-8388,https://www.austinregionalclinic.com/clinics/arc-quarry-lake?utm_source=online-directory&utm_campaign=yext&utm_content=location-ql,,01/27/2021      ,08:12:20        ,-97.742477,30.401035
1343,Baylor College Of Medicine,Other,,6620 Main Street,Houston,Harris,6620 Main Street,77030,29.7091518434274,-95.4027741660378,0,0,2090,0,2090,0,2090,7000,(713) 798-4951,https://www.bcm.edu/,,01/27/2021      ,05:33:24        ,-95.402774,29.709152
1344,Baylor Scott & White Family MC - Waxahachie,Medical Practice,E,2460 N Ih35e,Waxahachie,Ellis,2460 N I-35,75165,32.427905,-96.858199,0,0,0,0,0,0,0,200,(972) 817-6930,https://www.bswhealth.com/locations/family-medical-center-bumc/Pages/default.aspx?y_source=1_MTQ2NjMxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,01/26/2021      ,12:22:26        ,-96.858199,32.427905
1345,Clinica Hispana Ii Pa,Medical Practice,,8410 Fondren Rd,Houston,Harris,8410 Fondren Rd,77074,29.6874407863652,-95.508894676114,0,0,880,0,880,0,880,1000,(713) 484-7455,,,01/22/2021      ,09:50:32        ,-95.508895,29.687441
1346,Baylor Scott White Pharmacy 101,Pharmacy,,3600 Gaston Avenue,Dallas,Dallas,3600 Gaston Avenue,75246,32.7909506717967,-96.7802854135426,0,0,20,400,20,400,420,1800,(214) 820-3451,https://www.bswhealth.com/locations/dallas-3600-gaston-avenue-pharmacy/?y_source=1_MTM0MTE3NjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,01/26/2021      ,12:15:07        ,-96.780285,32.790951
1347,DEWITT FAMILY PRACTICE,Other,,3020 garrett drive,Perryton,Texas,3020 Garrett Drive,79070,36.37001,-100.80002,0,0,20,0,20,0,20,100,,,,01/15/2021      ,15:46:44        ,-100.80002,36.37001
1348,Ccmh Clinic - Henrietta,Medical Practice,,102 S. Archer st.,Henriettta,clay,102 S. Archer st.,76365,33.8152999867756,-98.198416902776,0,0,0,47,0,47,47,200,,,,01/26/2021      ,10:34:12        ,-98.198417,33.8153
1349,Encompass Health Rehabilitation Hospital - Abilene,Hospital,,6401 Directors Parkway,Abilene,Taylor,6401 Directors Parkway,79606,32.3716889100017,-99.744933443025,0,0,130,0,130,0,130,400,Non-Public,http://encompasshealth.com,,01/26/2021      ,07:57:18        ,-99.744933,32.371689
1350,Centennial Asc Llc,Other,,4401 Coit Road,Frisco,Collin,4401 Coit Road,75035,33.1138768121266,-96.7682753199514,0,0,0,0,0,0,0,100,(214) 619-0120,http://www.centennialsurgerycenter.net/,,01/19/2021      ,06:55:42        ,-96.768275,33.113877
1351,UT HEALTH - PITTSBURG,Hospital,G,2701  US Highway 271 North, Pittsburg,Camp,"2701  US Highway 271 North, Pittsburg, TX, 75686",75686,33.016008,-94.965949,0,0,0,0,0,0,0,100,(903) 946-5000,,,01/26/2021      ,09:30:52        ,-94.965949,33.016008
1352,Covenant Healthplus,Medical Practice,B,7601 Quaker Avesuite 100,Lubbock,Lubbock,7601 Quaker Avesuite 100,79424,33.513337,-101.93239,0,0,0,500,0,500,500,1000,(806) 725-9444,http://www.covmedgroup.org/cmg-clinics.asp,,01/26/2021      ,16:57:32        ,-101.93239,33.513337
1353,Covenant Medical Group,Medical Practice,B,9812 Slide Road,Lubbock,Lubbock,9812 Slide Road,79424,33.5042269823627,-101.924639987724,0,0,952,0,952,0,952,6000,(806) 725-4800,http://www.covmedgroup.org/,,01/27/2021      ,08:45:33        ,-101.92464,33.504227
1354,Corpus Christi Medical Associates,Medical Practice,,6200 Saratoga Blvd Unit 5,Corpus Christi,Nueces,6200 Saratoga Blvd Unit 5,78414,27.6797486258466,-97.3720355026206,0,0,0,33,0,33,33,1000,(361) 225-2255,,,01/27/2021      ,07:01:32        ,-97.372036,27.679749
1355,COVENANT CHILDREN'S HOSPITAL,Hospital,B,4015 22nd Pl,Lubbock,Lubbock,4015 22nd Pl,79410,33.5740712913228,-101.90051658,0,0,130,800,130,800,930,1600,(806) 725-0000,https://www.covenantchildrens.org/,,01/26/2021      ,08:39:02        ,-101.900517,33.574071
1356,CORPUS CHRISTI REHABILITATION HOSPITAL,Hospital,U,5726 Esplanade Drive,Corpus Christi,Nueces,5726 Esplanade Drive,78414,27.6879775140845,-97.3784013173442,0,0,0,0,0,0,0,400,(361) 906-3700,http://ccrh.ernesthealth.com/,,01/27/2021      ,08:28:12        ,-97.378401,27.687978
1357,Corpus Christi Fire Department,Other,,2406 Leopard St,Corpus Christi,Nueces,2406 Leopard St,78408,27.7966775129535,-97.417005010609,0,0,0,120,0,120,120,1300,(361) 826-3932,,,01/27/2021      ,07:33:43        ,-97.417005,27.796678
1358,Womens And Child Healthcare Cntr,Other,,1411 Amarillo Blvd East,Amarillo,Potter,1411 Amarillo Blvd East,79107,35.2219775064021,-101.816774030131,0,0,0,100,0,100,100,200,(806) 351-7600,http://www.nwtexashealthcare.com/hospital-services/women%E2%80%99schildren%E2%80%99s-center,,01/26/2021      ,06:35:49        ,-101.816774,35.221978
1359,BAYLOR SCOTT & WHITE MC - SUNNYVALE,Hospital,E,231 S Collins Rd,Sunnyvale,Dallas,231 S Collins Rd,75182,32.7782652353769,-96.5672728962116,0,0,0,360,0,360,360,1000,(972) 892-3000,https://www.bswhealth.com/locations/sunnyvale/,,01/26/2021      ,12:55:05        ,-96.567273,32.778265
1360,RUSK STATE HOSPITAL,Hospital,G,805 North Dickinson Dr,Rusk,Cherokee,805 North Dickinson Dr,75785,31.8092430447125,-95.1560438082155,0,0,1290,0,1290,0,1290,2200,(903) 683-3421,http://www.dshs.texas.gov/mhhospitals/RuskSH/,,01/27/2021      ,08:43:25        ,-95.156044,31.809243
1361,MEDICAL CENTER HOSP - ODESSA,Hospital,J,500 W 4th St, Odessa,Ector,"500 W 4th St, Odessa, TX, 79761",79761,31.845315,-102.373158,3192,0,0,1030,3192,1030,4222,12800,,,,01/27/2021      ,09:03:46        ,-102.373158,31.845315
1362,NORTH TEXAS MEDICAL CENTER,Pharmacy,E,1900 Hospital Blvd,Gainesville,Cooke,1900 Hospital Blvd,76240,33.645363773054,-97.1622098224062,0,0,280,0,280,0,280,700,(940) 665-1751,http://www.ntmconline.net/,,01/27/2021      ,07:36:17        ,-97.16221,33.645364
1363,COVENANT HOSPITAL - LEVELLAND,Hospital,B,1900 College Avenue,Levelland,Hockley,1900 College Avenue,79336,33.572799332241,-102.367772600785,0,0,0,200,0,200,200,400,(806) 894-4963,https://www.covenanthealth.org/our-services/,,01/26/2021      ,08:41:47        ,-102.367773,33.572799
1364,YOAKUM COUNTY HOSPITAL,Hospital,B,412 Mustang Ave,Denver City,Yoakum,412 Mustang Ave,79323,32.9686499819945,-102.836367256397,0,0,0,200,0,200,200,600,,,,01/27/2021      ,07:07:26        ,-102.836367,32.96865
1365,NACOGDOCHES MEMORIAL HOSPITAL,Pharmacy,H,1204 N Mound St,Nacogdoches,Nacogdoches,1204 N Mound St,75961,31.6129408458308,-94.649438296747,0,0,54,832,54,832,886,2200,(936) 564-4611,http://www.nacmem.org/,,01/26/2021      ,08:52:19        ,-94.649438,31.612941
1366,ROLLING PLAINS MEMORIAL HOSPITAL,Hospital,D,200 East Arizona,Sweetwater,Nolan,200 East Arizona,79556,32.4539752688508,-100.397605756483,0,0,0,0,0,0,0,300,(325) 235-2030,https://www.rpmh.net/home-health/,,01/26/2021      ,08:40:24        ,-100.397606,32.453975
1367,HARDEMAN COUNTY MEMORIAL HOSP,Hospital,C,402 Mercer St,Quanah,Hardeman,402 Mercer St,79252,34.2964381604905,-99.741131747021,0,0,0,32,0,32,32,200,(940) 663-2795,https://hcmhosp.net/,,01/27/2021      ,08:41:12        ,-99.741132,34.296438
1368,Nsmd Medical Pllc,Medical Practice,,4410 North Midkiff,Midland,Midland,4410 North Midkiff,79705,32.0319131259025,-102.128803954519,0,0,0,490,0,490,490,1000,(432) 704-5661,https://www.vitalcaretx.com/,,01/26/2021      ,17:11:22        ,-102.128804,32.031913
1369,CHST CHILDREN'S MEDICAL CENTER - DALLAS,Hospital,E,1935 Medical District Drive,Dallas,Dallas,1935 Medical District Drive,75235,32.8086273385252,-96.8362655196507,0,0,4880,2400,4880,2400,7280,20200,(214) 456-7000,https://www.childrens.com/location-landing/locations-and-directions/childrens-health-dallas?utm_source=google&utm_medium=yext&utm_campaign=Childrens%20Health%20Locations%20%20Childrens%20Medical%20Center%20%20Dallas%20%20Brand,,01/27/2021      ,07:04:49        ,-96.836266,32.808627
1370,ENNIS REGIONAL MEDICAL CENTER,Pharmacy,E,2201 W Lampasas St,Ennis,Ellis,2201 W Lampasas St,75119,32.3067989816455,-96.6411509907996,0,0,0,200,0,200,200,500,(972) 875-0900,http://www.ennisregional.com/,,01/27/2021      ,09:35:29        ,-96.641151,32.306799
1371,CRESCENT MEDICAL CENTER LANCASTER,Hospital,E,2600 W Pleasant Run Rd,Lancaster,Dallas,2600 W Pleasant Run Rd,75146,32.6041104516962,-96.8126949373692,0,0,0,0,0,0,0,200,(972) 230-8888,https://cmclancaster.com/,,01/27/2021      ,01:28:46        ,-96.812695,32.60411
1372,MEMORIAL MEDICAL CENTER,Hospital,P,815 N Virginia St,Port Lavaca,Calhoun,815 N Virginia St,77979,28.620970341666,-96.6315819586775,0,0,0,220,0,220,220,600,361-552-0397,https://www.memorialmedical.com/,,01/25/2021      ,09:05:02        ,-96.631582,28.62097
1373,Womens And Childrens Health Center 0617,Community Clinic,,218 E House St,Alvin,Brazoria,218 E House St,77511,29.4186325647954,-95.2421188146072,0,0,0,0,0,0,0,100,281-824-1480,http://www.nwtexashealthcare.com/hospital-services/women%E2%80%99schildren%E2%80%99s-center,,01/27/2021      ,08:15:15        ,-95.242119,29.418633
1374,Ballinger Hospital Clinic,Community Clinic,,2001 Hutchins Ave Ste C,Ballinger,Runnels,2001 Hutchins Ave Ste C,76821,31.7233959611572,-99.960740077592,0,0,0,130,0,130,130,400,(325) 365-5737,http://www.ballingerhospital.org/,,01/27/2021      ,09:29:36        ,-99.96074,31.723396
1375,UT HEALTH - JACKSONVILLE,Hospital,G,501 S Ragsdale St, Jacksonville,Cherokee,"501 S Ragsdale St, Jacksonville, TX, 75766",75766,31.961387,-95.27053,0,0,0,0,0,0,0,100,(903) 541-5000,,,01/27/2021      ,09:33:24        ,-95.27053,31.961387
1376,United Pharmacy 515,Pharmacy,,311 South Ave D,Burkburnett,Wichita,311 South Ave D,76354,34.0902479943308,-98.5704449930091,0,0,0,0,0,0,0,100,(940) 569-3319,https://local.pharmacy.unitedsupermarkets.com/tx/burkburnett/311-s-ave-d.html,,01/20/2021      ,14:52:16        ,-98.570445,34.090248
1377,BANDERA FAMILY HEALTHCARE,Medical Practice,,7579 N LOOP 1604 WEST,SAN ANTONIO,TX,7579 N LOOP 1604 WEST,78249,29.5825832866823,-98.6407431600646,0,0,0,0,0,0,0,200,,,,,,-98.640743,29.582583
1378,UT HEALTH - ATHENS,Hospital,G,2000 S Palestine St, Athens,Henderson,"2000 S Palestine St, Athens, TX, 75751",75751,32.167019,-95.8414,0,0,0,0,0,0,0,100,(903) 676-1000,,,01/26/2021      ,15:25:50        ,-95.8414,32.167019
1379,Family Healthcare Denton,Medical Practice,,3105 Colorado Blvd,Denton,Denton,3105 Colorado Blvd,76210,33.183078553011,-97.098381361154,0,0,0,0,0,0,0,200,Phone # Currently Unavailable,http://www.familyhealthcaredenton.com/,,01/26/2021      ,15:00:14        ,-97.098381,33.183079
1380,Covenant Medical Group Northwest Clinic,Medical Practice,B,611 N Frankford Ave,Lubbock,Lubbock,611 N Frankford Ave,79416,33.607780827958,-101.939885915229,0,0,0,0,0,0,0,800,(806) 725-5480,https://www.covmedgroup.org/contact-us/locations/lubbock-area-primary-care/northwest/#llaid=6595,,,,-101.939886,33.607781
1381,BAYLOR SCOTT WHITE MC - LAKE POINTE,Pharmacy,E,6800 Scenic Dr,Rowlett,Dallas,6800 Scenic Dr,75088,32.9189099245324,-96.5094272869216,0,0,0,600,0,600,600,1400,(972) 579-8100,https://www.bswhealth.com/locations/irving/?y_source=1_MTM0MTE3MDAtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,01/26/2021      ,11:46:34        ,-96.509427,32.91891
1382,EL CAMPO MEMORIAL HOSPITAL,Hospital,Q,303 Sandy Corner Rd,El Campo,Wharton,303 Sandy Corner Rd,77437,29.2193354243502,-96.2895903346549,0,0,20,300,20,300,320,700,(979) 543-6251,http://www.ecmh.org/,,01/27/2021      ,07:58:58        ,-96.28959,29.219335
1383,Dept of Public Health - Grayson County / Sherman,Local Health Department,,515 N Walnut St,Sherman,Grayson,515 N Walnut St,75090,33.6411181295482,-96.6093775427943,0,0,0,0,0,0,0,800,(903) 893-0131,http://www.co.grayson.tx.us/,,01/14/2021      ,14:25:41        ,-96.609378,33.641118
1384,Cesar R Calianga Md,Medical Practice,,7812 Gateway East,El Paso,El Paso,7812 Gateway East,79915,31.8503566933321,-106.439557634997,0,0,0,0,0,0,0,200,,,,,,-106.439558,31.850357
1385,Cleburne Fire Department,Other,,114 W Wardville Dr,Cleburne,Johnson,114 W Wardville Dr,76033,32.348150891414,-97.3876399348432,0,0,0,445,0,445,445,1000,(817) 645-0964,,,01/25/2021      ,14:56:45        ,-97.38764,32.348151
1386,Clark Hub City Pharmacy,Pharmacy,,3716 22nd Street,Lubbock,Lubbock,3716 22nd Street,79410,33.5750986559201,-101.896146043155,0,0,24,0,24,0,24,200,(806) 749-6133,https://www.hubcitypharmacy.com/,,,,-101.896146,33.575099
1387,COOK CHILDRENS MEDICAL CENTER,Hospital,E,801 7th Ave,Fort Worth,Tarrant,801 7th Ave,76104,32.737167590641,-97.3419946885399,2590,5058,200,200,2790,5258,8048,16000,(682) 885-4000,https://cookchildrens.org/medical-center/?utm_source=google&utm_medium=OrganicSearch&utm_campaign=yext,,01/26/2021      ,08:51:54        ,-97.341995,32.737168
1388,Centra Clinic,Medical Practice,,3751 South Dairy Ashford,Houston,Harris,3751 South Dairy Ashford,77082,29.7182414725974,-95.6046657988823,0,0,0,0,0,0,0,1000,(281) 861-0600,https://centraclinic.business.site/?utm_source=gmb&utm_medium=referral,,01/22/2021      ,11:11:24        ,-95.604666,29.718241
1389,HAMILTON GENERAL HOSPITAL,Hospital,L,400 N Brown St,Hamilton,Hamilton,400 N Brown St,76531,31.7037666876353,-98.1134831617185,0,0,0,170,0,170,170,800,(905) 521-2100,https://www.hamiltonhealthsciences.ca/about-us/our-organization/our-locations/hamilton-general-hospital/,,01/26/2021      ,11:10:08        ,-98.113483,31.703767
1390,WARD MEMORIAL HOSPITAL,Hospital,J,PO Box 40, Monahans,Ward,"PO Box 40, Monahans, TX, 79756",79756,31.59377,-102.88359,0,0,0,0,0,0,0,100,(432) 943-2511,http://www.wardmemorial.com/,,01/20/2021      ,14:40:35        ,-102.88359,31.59377
1391,Walgreens Pharmacy 09810,Pharmacy,,1357 E Court St,Seguin,Guadalupe,1357 E Court St,78155,29.569086134233,-97.9442576495671,0,0,0,0,0,0,0,100,(830) 372-3360,Walgreens.com/covid19vac,,01/27/2021      ,08:41:17        ,-97.944258,29.569086
