OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1147,Marshall Harrison County Health District,Local Health Department,,805 Lindsey Dr,Marshall,Harrison,805 Lindsey Dr,75670,32.5366800103973,-94.3698974672565,0,0,0,0,4800,,,,03/29/2021      ,06:56:18        ,-94.369897,32.53668
1148,Kelsey Seybold Clinic -Conroe,Medical Practice,,690 S. Loop 336 W,Conroe,Montgomery,690 S. Loop 336 W,77304,30.2825211,-95.4718012,0,0,0,0,200,(713) 442-0750,,,03/20/2021      ,11:03:38        ,-95.471801,30.282521
1149,CANTU'S PHARMACY,Pharmacy,V,504 S Closner Blvd,Edinburg,Hidalgo,504 S Closner Blvd,78539,26.2969749,-98.162704,0,0,0,0,100,956-383-1239,,,03/28/2021      ,14:06:06        ,-98.162704,26.296975
1150,New Braunfels Regional Rehabilitation H,Other,,,New Braunfels,Comal,2041 Sundance Parkway,78130,,,0,0,0,0,200,8306256700,,,03/26/2021      ,09:44:06        ,,
1151,S&L Pharmacy Terrell Inc.,Pharmacy,,601 W Moore Ave,Terrell,Kaufman,601 West Moore Avenue,75160,32.7368393,-96.2830337,0,0,0,0,100,972-563-3311,https://www.bassrutledgedrug.com/,,03/22/2021      ,15:42:27        ,-96.283034,32.736839
1152,RescueMD,Other,,997 Raintree Circle,Allen,,"997 Raintree Circle Allen, TX 75013",75013,33.11109,-96.67881,0,0,0,0,100,,,,03/23/2021      ,12:08:42        ,-96.67881,33.11109
1153,Kelsey Seybold Clinic Pasadena,Medical Practice,,,Pasadena,TX,5001 E Sam Houston Parkway S,77505,29.6353963,-95.1634612,0,0,0,0,100,(713) 442-7100,,,03/19/2021      ,18:09:44        ,-95.163461,29.635396
1154,Surgery Center of Texas,Other,E,6020 W. Plano Pkwy,Plano,Collin,6020 W. Plano Pkwy,75093,33.01632394,-96.8310187,0,0,0,0,200,,,,03/22/2021      ,14:55:37        ,-96.831019,33.016324
1155,The Surgery Center At Williamson Llc,Other,,301 Seton Parkway Suite 200,Round Rock,Williamson,301 Seton Parkway Suite 200,78665,30.564462952579,-97.6506724383915,0,0,0,0,300,(512) 861-4200,http://www.williamson-sc.com/,,03/12/2021      ,15:33:38        ,-97.650672,30.564463
1156,Medical Arts Pharmacy - San Angelo,Pharmacy,,2102 Pecos St,San Angelo,Tom Green,2102 Pecos St,76901,31.4535462,-100.4651666,0,0,0,0,100,(325) 949-4636,,,03/22/2021      ,17:05:33        ,-100.465167,31.453546
1157,Park Cities Surgery Center,Other,,6901 Snider Plz,Dallas,Dallas,6901 Snider Plz,75205,32.8496087681733,-96.7879304367994,0,0,0,0,400,(214) 706-6901,http://www.parkcitiessurgery.com/?y_source=1_MTM0MTE1ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,03/23/2021      ,10:03:58        ,-96.78793,32.849609
1158,Beltline Surgery Center,Other,,2858 N Beltline Road,Sunnyvale,Dallas,2858 N Beltline Road,75182,32.803832009809,-96.5957024677633,0,0,0,0,200,(972) 203-8787,http://www.beltlinesurgerycenter.com/,,02/22/2021      ,19:39:28        ,-96.595702,32.803832
1159,SEALY URGENT CARE CENTER P.A.,Medical Practice,,"1036 North Circle Drive, Ste 101",Sealy,Austin,"1036 North Circle,Ste 101,  Sealy, TX, USA",77474-3336,29.7722488,-96.1580396,0,0,0,0,300,,,,03/19/2021      ,14:22:49        ,-96.15804,29.772249
1160,Walgreens Pharmacy 21249,Other,,S Jackson St,Jacksonville,Cherokee,1329 S Jackson St,75766,31.9511254359953,-95.2635111434264,0,0,0,0,100,,,,03/22/2021      ,15:30:37        ,-95.263511,31.951125
1161,HYLAND'S PHARMACY,Pharmacy,,,Wheeler,,108 West Oklahoma Avenue,79096,35.445887335224,-100.273974459926,0,0,11,11,100,(806) 826-5561,,,03/27/2021      ,08:45:09        ,-100.273974,35.445887
1162,OAKBEND MEDICAL CENTER,Hospital,Q,1705 Jackson Street,Richmond,Fort Bend,1705 Jackson Street,77469,29.5774114176524,-95.771517220778,0,0,0,0,2000,(281) 341-3000,https://www.oakbendmedcenter.org/,,03/27/2021      ,12:52:07        ,-95.771517,29.577411
1163,Bluitt-Flowers Clinic,Other,E,303 E Overton Rd,Dallas,Dallas,"303 E Overton Rd, Dallas, TX 75216",75216,32.70141,-96.82041,0,0,0,0,600,(214) 266-4200,,,03/27/2021      ,20:16:27        ,-96.82041,32.70141
1164,The Immunization Clinic Stafford,Medical Practice,,3727 Greenbriar Dr Ste 403,Stafford,Fort Bend,3727 Greenbriar Dr Ste 403,77477,29.6325833172431,-95.565709134351,0,0,0,0,1300,(281) 313-7468,http://titers.org/,,03/25/2021      ,22:44:51        ,-95.565709,29.632583
1165,PHARMACIA SANA,Pharmacy,,,Irving,,1111 West Airport Freeway Suite 151,75062,32.8382815270746,-96.9610201650742,0,0,0,0,100,(469) 647-5291,,,03/22/2021      ,16:25:10        ,-96.96102,32.838282
1166,CADENA FAMILY PRACTICE,Other,P,2201 N BEDELL AVE,Del Rio,Val Verde,2201 N BEDELL AVE,78840,29.38892886,-100.9016985,0,0,0,0,700,830-775-8700,,,03/26/2021      ,10:37:44        ,-100.901698,29.388929
1167,Washington County EMS,Vaccine Hub,,1875 HWY 290 West,Brenham,Washington,1875 HWY 290 West ,77833,30.1566503,-96.4213413,0,0,0,0,46000,,https://localevent.info/,,03/24/2021      ,19:02:33        ,-96.421341,30.15665
1168,"Alexander Pharmacy, LTD",Other,,Leveridge Street,East Bernard,Wharton,123 Leveridge Street,77435,29.5307587212719,-96.0657376313191,0,0,0,0,100,,,,03/22/2021      ,16:22:20        ,-96.065738,29.530759
1169,Clear Choice ER,Medical Practice,T,7105 N Bartlett Ave #101, Laredo,Webb,"7105 N Bartlett Ave #101, Laredo, TX, 78041",78041,27.567824,-99.462424,0,0,0,0,400,(956) 242-4225,,,03/23/2021      ,10:09:14        ,-99.462424,27.567824
1170,THE HEIGHTS EMERGENCY ROOM,Other,Q,101 North Loop W,Houston,Harris,101 North Loop W,77018,29.8133760597396,-95.3984439211182,0,0,0,0,200,(713) 588-0320,http://houstonheightser.com/,,02/24/2021      ,10:36:40        ,-95.398444,29.813376
1171,Family Medicine Center Groesbeck,Other,M,701 McClintic Dr,Groesbeck,Limestone,701 McClintic Dr,76642,31.53266,-96.53114,0,0,0,0,600,254-729-3281,,,03/25/2021      ,15:32:03        ,-96.53114,31.53266
1172,Prmc Healthcare Group Inc Clarksville,Other,F,103 N College St,Clarksville,Red River,103 N College St,75426,33.6112987829989,-95.0532748323173,0,0,0,0,900,(903) 427-5682,https://www.healthcare4ppl.com/physician/texas/clarksville/kerri-huddleston-1457845760.html,,03/26/2021      ,11:26:10        ,-95.053275,33.611299
1173,The Emergency Clinic At The Pearl,Hospital,,2015 Broadway St,San Antonio,Bexar,2015 Broadway St,78215,29.4450683613059,-98.4760949402827,0,0,0,0,400,(210) 961-4118,http://www.theemergencyclinic.com/,,03/22/2021      ,14:22:52        ,-98.476095,29.445068
1174,Irma Lerma Rangel College of Pharmacy - Kingsville,Pharmacy,U,1010 W Ave B,Kingsville,Kleberg,1010 W Ave B,78363,27.5269110113199,-97.8817872729918,0,0,0,0,400,(361) 221-0604,https://pharmacy.tamu.edu/,,03/03/2021      ,14:25:27        ,-97.881787,27.526911
1175,Irma Lerma Rangel College Of Pharmacy - College Station,Pharmacy,,Reynolds Medical Building Suite 159,College Station,Brazos,Reynolds Medical Building Suite 159,77843,30.6114869136336,-96.3523003213796,0,0,0,0,1950,(361) 221-0604,https://pharmacy.tamu.edu/,,03/12/2021      ,09:00:34        ,-96.3523,30.611487
1176,Baylor Surgicare At Blue Star Llc,Other,E,3800 Gaylord Parkway,Frisco,Collin,3800 Gaylord Parkway,75034,33.11041583,-96.82688667,0,0,0,0,200,972-668-5911,,,02/09/2021      ,00:00:00        ,-96.826887,33.110416
1177,North Texas Infectious Diseases Consultants - Nc Expy,Other,,,DALLAS,Dallas,9301 NORTH CENTRAL EXPRESSWAY DALLAS,75231,32.87514,-96.77128,0,0,0,0,1950,,,,03/18/2021      ,14:21:08        ,-96.77128,32.87514
1178,Community Pharmacy - Corinth,Pharmacy,,3001 Fm 2181 Ste 450,Corinth,Denton,3001 Fm 2181,76210,33.1309326648841,-97.0641579771668,0,0,0,0,200,940-487-7455,https://communitypharmacy.com/covid-19-testing/,,02/25/2021      ,16:06:17        ,-97.064158,33.130933
1179,TEXAS NEUROREHAB CENTER,Hospital,O,1106 W Dittmar Rd,Austin,Travis,"11106 W Dittmar, austin, TX, 78745",78745,30.18937,-97.808171,0,0,0,0,200,(512) 444-4835,https://texasneurorehab.com/,,03/27/2021      ,07:53:00        ,-97.808171,30.18937
1180,Community Pharmacy Denton,Pharmacy,E,4400 Teasley Ln. Suite 100,Denton,Denton,4400 Teasley Ln. Suite 100,76210,33.1508215581206,-97.1059288311364,0,0,0,0,1100,940-484-4400,https://communitypharmacy.com/,,03/26/2021      ,17:43:24        ,-97.105929,33.150822
1181,Centro Med Union Avenue,Other,,226 N Union Ave New Braunfels 78130,New Braunfels,COMAL,226 N Union Ave New Braunfels 78130,78130,29.711046,-98.120517,0,0,0,0,700,,,,03/08/2021      ,07:40:54        ,-98.120517,29.711046
1182,Centro Med La Paloma,Other,,7404 W Us Highway 90 Bldg 37,San Antonio,Bexar,7404 W Us Highway 90 Bldg 37,78227,29.41514,-98.635627,0,0,0,0,300,(210) 334-3010,,,03/10/2021      ,07:44:19        ,-98.635627,29.41514
1183,Centro Med Santa Rosa Clinic,Community Clinic,,315 N San Saba,San Antonio,Bexar,315 N San Saba Ste 103,78207,29.4280698619518,-98.5003925175209,0,0,0,0,200,+12109227000,http://centromedsa.com/,,03/29/2021      ,07:47:43        ,-98.500393,29.42807
1184,Chi St Joseph Primary Carewd Fitch,Medical Practice,,2849 Barron Rd,College Station,Brazos,2849 Barron Rd,77845,30.5555981679612,-96.2926279363653,0,0,0,0,500,(979)7031902,https://stjoseph.stlukeshealth.org/locations/primary-care-bryan-tx-0?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStJosephandTexasA&MHealthNetworkPrimaryCareBryan&y_source=1_MTUxNjI2NDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,03/16/2021      ,10:25:52        ,-96.292628,30.555598
1185,Chi St Joseph Primary Care 29th,Community Clinic,,2210 E 29th St,Bryan,Brazos,2210 E 29th St,77802,30.658384650321,-96.3507364859575,0,0,0,0,700,,,,03/15/2021      ,10:37:32        ,-96.350736,30.658385
1186,MEDICAL CLINICS OF SEALY,Medical Practice,Q,1036 N Circle Drive,Sealy,Austin,1036 N Circle Drive,77474,29.7662479848444,-96.1773900111101,0,0,0,0,800,(979) 877-0022,http://www.succmc.com/,,03/19/2021      ,16:58:30        ,-96.17739,29.766248
1187,Chi St Joseph Primary Care University Drive,Medical Practice,,3201 University Dr E Ste 425,Bryan,Brazos,3201 University Dr E Ste 425,77802,30.6490209108937,-96.2972097367751,0,0,0,0,600,,,,03/26/2021      ,08:23:08        ,-96.29721,30.649021
1188,CHI ST JOSEPH HEALTH GRIMES HOSPITAL,Hospital,N,210 S JUDSON ST,NAVASOTA,GRIMES,"210 S JUDSON ST., NAVASOTA, TX 77868",77868,30.3944628,-96.0781936,0,0,0,0,500,(936) 825-6585,https://stjoseph.stlukeshealth.org/locations/chi-st-joseph-health-grimes-hospital?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStJosephHealthGrimesHospital&y_source=1_MTUxNjI3MzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,03/28/2021      ,08:38:33        ,-96.078194,30.394463
1189,Woodlands Wellness and Cosmetic Center,Other,,,Spring,Montgomery,2829 Technology Forest Blvd,77381,30.1767732860813,-95.4813834533799,0,0,0,0,100,,,,03/27/2021      ,13:06:20        ,-95.481383,30.176773
1190,CHI ST JOSEPH PRIMARY CARE-HOLLEMAN,Other,N,1512 HOLLEMAN DR,COLLEGE STATION,Brazos,1512 HOLLEMAN DR,77840,30.60925999,-96.319388,0,0,0,0,200,979-693-3313,,,03/25/2021      ,17:17:46        ,-96.319388,30.60926
1191,Family Health Center of Bastrop,Other,O,3101 Highway 71 E Ste 101,Bastrop,Bastrop,"3101 TX-71 #101, Bastrop, TX 78602",78602,30.1158,-97.27464,0,0,0,0,400,(512) 304-0300,https://www.fhcob.com/,,03/12/2021      ,16:52:54        ,-97.27464,30.1158
1192,Chi St Joseph Primary Austins Colony,Medical Practice,,2410 Boonville Rd,Bryan,Brazos,2410 Boonville Rd,77808,30.6717718907966,-96.3325648551493,0,0,0,0,1000,(979) 690-4808,http://chistjoseph.org/locations/bryan-austins-colony-primary-care,,03/29/2021      ,07:59:00        ,-96.332565,30.671772
1193,Galena Park Medical Clinic,Community Clinic,,,GALENA PARK,,2124 CLINTON DR ,77547,29.7332529188418,-95.2429659973723,0,0,0,0,700,+17136713367,https://www.carecredit.com/doctor-locator/Internist-in-GALENA-PARK-TX-77547/Galena-Park-Medical-Clinic/,,03/26/2021      ,15:43:19        ,-95.242966,29.733253
1194,Chi St Joseph Prmry Care W Villa Maria,Medical Practice,,1612 W Villa Maria Rd Ste 130,Bryan,Brazos,1612 W Villa Maria Rd Ste 130,77807,30.63041046962,-96.3803234817776,0,0,0,0,200,(979) 690-4836,http://www.chistjoseph.org/,,03/29/2021      ,08:01:41        ,-96.380323,30.63041
1195,Tyler Continuecare Hospital At Trinity,Hospital,,800 E Dawson St,Tyler,,800 E Dawson St,75701,,,0,0,0,0,200,(903)531-4080,,,03/23/2021      ,14:51:05        ,,
1196,MEDELA PHARMACY INC.,Other,,Mapleridge St,Houston,Harris,6550 Mapleridge Suite 200,77081,29.710064788583,-95.47462528766,0,0,0,0,100,,,,03/18/2021      ,16:45:33        ,-95.474625,29.710065
1197,Paris Family Physicians,Other,,128 Clarksville St,Paris ,Paris ,1128 Clarksville St Ste 100 ,75460,,,0,0,0,0,100,,,,03/18/2021      ,09:14:22        ,,
1198,Ascension Seton Highland Lakes Burnet C,Community Clinic,,200 John W Hoover Pkwy,Burnet,Burnet,200 John W Hoover Pkwy,78611,30.6356652021027,-98.4152258757869,0,0,0,0,200,(512) 715-3000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Burnet-Ascension-Seton-Highland-Lakes,,03/26/2021      ,08:38:51        ,-98.415226,30.635665
1199,Cornerstone Clinic - Comfort,Community Clinic,,815 Front Street,Comfort,,815 Front Street Comfort 78013,78013,29.9672262777837,-98.9048964130284,0,0,0,0,100,,,,03/26/2021      ,12:58:47        ,-98.904896,29.967226
1200,Garza Medical Associates,Medical Practice,,,Laredo,,1700 E Saunders ST STE A300 ,78041,27.5325,-99.47796,0,0,0,0,100,(956)728-8120,,,03/11/2021      ,08:59:50        ,-99.47796,27.5325
1201,Absolute Concierge Health Care,Medical Practice,,390 W Texas Ave ,Waskom,Harrison ,390 W Texas Ave,75692,32.4796417,-94.0629707,0,0,0,0,400,,,,03/17/2021      ,11:04:02        ,-94.062971,32.479642
1202,CITGO Petroleum,Other,,1293 Eldridge Parkway,Houston,Harris,1293 Eldridge Parkway,77077,29.762229046477,-95.6250227235101,0,0,0,0,100,(832) 486-1486,,,03/26/2021      ,13:15:42        ,-95.625023,29.762229
1203,Pharmacy 36 LLC,Other,,1st Street,Rosenberg,Fort Bend,1310 1st Street,77471,29.5546274436041,-95.8090455164991,0,0,0,0,100,,,,03/11/2021      ,17:34:24        ,-95.809046,29.554627
1204,BAPTIST HOSPITAL OF SE TEXAS - BEAUMONT,Pharmacy,R,3080 College St, Beaumont,Jefferson,"3080 College St, Beaumont, TX, 77701",77701,30.068467,-94.118981,25,90,0,115,4100,(409) 212-5000,,,03/26/2021      ,12:18:07        ,-94.118981,30.068467
1205,CARE RX PHARMACY AT SHERMAN,Pharmacy,,,SHERMAN,,1733 TEXOMA PKWY STE 200,75090,,,0,0,0,0,100,,,,03/15/2021      ,18:31:10        ,,
1206,Chong Liu MD PA,Other,,San Jacinto Place,Plano,Collin,7712 San Jacinto Place,75024,33.0817316940921,-96.7969341470912,0,0,0,0,100,,,,03/24/2021      ,10:12:49        ,-96.796934,33.081732
1207,SAMHD Main Immunizations Clinic,Community Clinic,,N Mel Waiters Way,San Antonio,Bexar,210 N Mel Waiters Way,78202,29.42048523,-98.45223262,0,0,0,0,167245,210.207.8780,https://www.sanantonio.gov/Health/HealthServices/Immunizations/MainClinic,,03/28/2021      ,00:29:30        ,-98.452233,29.420485
1208,St Lazarus Family Practice,Other,,,San Antonio,Bexar,14345 Blanco Rd,78216,29.5730770483575,-98.5156698290037,0,0,0,0,100,(210) 802-7003,https://www.stlazarusfp.com/,,,,-98.51567,29.573077
1209,Sudheer R. Karnati MD PA,Medical Practice,,5 Medical Center Blvd,Lufkin,Angelina,"5 Medical Center Boulevard, Lufkin, TX, USA",3173,31.3261055,-94.7542343,0,0,0,0,100,,,,03/22/2021      ,16:38:11        ,-94.754234,31.326106
1210,Best Value Hico Pharmacy,Other,,320 W 1st St,Hico,,320 w. 1st St Hico 76457,76457,31.98197,-98.03368,0,36,0,36,100,,,,03/24/2021      ,17:28:42        ,-98.03368,31.98197
1211,Highland Park Emergency Center Llc,Other,E,5150 Lemmon Ave,Dallas,Dallas,"5150 Lemmon Ave, Dallas, Texas 75209",75209,32.8250446699912,-96.8206848076126,0,0,0,0,200,(214) 891-5579,http://highlandparker.com/,,03/26/2021      ,11:55:58        ,-96.820685,32.825045
1212,AAARK Group Inc,Other,,724 Cypress Creek Pkwy,Houston,,724 CYPRESS CREEK PKWY # 100 HOUSTON 77090,77090,30.01795,-95.44007,0,10,0,10,100,(281) 893-6000,,,03/26/2021      ,15:23:18        ,-95.44007,30.01795
1213,Cedar Park Pediatrics,Other,,12171 W PARMER LN,Cedar Park,Williamson,12171 W PARMER LN STE 201 CEDAR PARK 78613,78613,30.5226904507182,-97.7747908013781,0,0,0,0,100,,,,03/22/2021      ,13:27:11        ,-97.774791,30.52269
1214,Ttuhsc-Son Combest Center,Community Clinic,,301 40th St,Lubbock,Lubbock,301 40th St,79404,33.557515431666,-101.837964418378,0,120,0,120,500,,,,03/26/2021      ,15:44:15        ,-101.837964,33.557515
1215,Walgreens Pharmacy 10393,Pharmacy,,1610 TX-46,New Braunfels,Comal,1610 Highway 46 West,78132,29.6790807,-98.0622093,0,0,0,0,100,(830) 626-7142,RXM.10393@store.walgreens.com,,03/22/2021      ,21:18:40        ,-98.062209,29.679081
1216,Walgreens Pharmacy 16030,Other,,,Portland,Nueces,1105 US HIGHWAY 181,78374,27.8935,-97.3169,0,0,0,0,100,(361) 229-7251,,,03/15/2021      ,11:01:35        ,-97.3169,27.8935
1217,Walgreens Pharmacy 13086,Pharmacy,,1194 S Seguin Ave,New Braunfels,Comal,"1944 South Seguin Avenue, New Braunfels, TX, USA",78130,29.6927755,-98.1106233,0,0,0,0,100,(830) 620-0009,Rxm.13086@store.walgreens.com,,03/23/2021      ,21:37:23        ,-98.110623,29.692776
1218,ENNIS REGIONAL MEDICAL CENTER,Pharmacy,E,2201 W Lampasas St,Ennis,Ellis,2201 W Lampasas St,75119,32.3067989816455,-96.6411509907996,0,0,0,0,3000,(972) 875-0900,http://www.ennisregional.com/,,03/28/2021      ,13:21:00        ,-96.641151,32.306799
1219,Healthcare Associates Of Irving Llp - Euless,Hospital,,910 N Main St,Euless,Tarrant,910 N Main St,76039,32.8496465286471,-97.0825765454594,0,0,0,0,500,(972) 258-7499,https://healthcareassociates.com/location/flagship-office/,,03/26/2021      ,15:36:57        ,-97.082577,32.849647
1220,Holy Savior Hospice Bedford,Other,,1600 Airport Fwy,Bedford,Tarrant,"1600 Airport Freeway, STE 503",76022,32.8360542,-97.1412933,0,0,0,0,200,(210) 378-1533,,,03/23/2021      ,09:37:07        ,-97.141293,32.836054
1221,Holy Savior Hospice And Palliative Care - San Antonio,Other,,3201 Cherry Ridge,San Antonio,Bexar,3201 Cherry Ridge,78230,29.50816,-98.54741,0,0,0,0,700,,,,03/23/2021      ,09:37:39        ,-98.54741,29.50816
1222,Tyler Family Circle of Care,Community Clinic,,214 E Houston St,Tyler,Smith,"214 East Houston Street, Tyler, TX, USA",75702,32.3439848,-95.2988567,0,0,0,0,900,903-593-1892,,,03/26/2021      ,09:04:56        ,-95.298857,32.343985
1223,Hometown Drug Inc,Pharmacy,,718 W Lampasas St,Ennis,Ellis,"718 W Lampasas St, Ennis, Texas 75119",75119,32.3201573883744,-96.6312284938206,0,0,0,0,300,(972) 875-6798,https://www.hometowndrugennis.com/,,03/24/2021      ,10:07:01        ,-96.631228,32.320157
1224,DSHS - Abilene,Other,,4601 S 1st St Suite L,Abilene,Taylor,"4601 South 1st Street, Abilene, TX, USA",79605,32.4506987,-99.7834632,0,0,0,0,2600,,,,03/29/2021      ,08:17:03        ,-99.783463,32.450699
1225,Shackelford County Health Clinic,Other,,Kenshalo Street,Albany,Shackelford,450 Kenshalo Street,76430,32.7327380578598,-99.2876867740885,0,100,0,100,300,,,,03/26/2021      ,10:57:55        ,-99.287687,32.732738
1226,Harrell A Grand Md,Medical Practice,,3801 Gaston Ave,Dallas,Dallas,3801 Gaston Ave,75246,32.7921022487768,-96.7790692564003,0,0,0,0,200,(214) 824-2121,http://www.hagrandmd.com/,,03/22/2021      ,11:07:00        ,-96.779069,32.792102
1227,Ep Family Doctor,Other,,2270 Joe Battle Suite Mn,El Paso,El Paso,2270 Joe Battle Suite Mn,79938,31.7833650539552,-106.267592648366,0,0,0,0,2000,(915) 855-7000,,,03/26/2021      ,08:15:29        ,-106.267593,31.783365
1228,Freestone Medical Center DBA Freestone Health Clinic,Community Clinic,,734 West Commerce,Fairfield,Freestone,734 West Commerce,75840,31.7250748569649,-96.1718529719066,0,120,80,200,1000,(903) 389-2181,http://www.freestonemc.com/services/freestone-health-clinic/,,03/26/2021      ,07:56:07        ,-96.171853,31.725075
1229,Ccdhhs San Benito Nursing Office,Vaccine Hub,,1390 W Expressway 83,San Benito,Cameron,1390 W Expressway 83,78586,26.140153313121,-97.6543969370678,0,6880,0,6880,114200,(956) 361-8244,http://www.co.cameron.tx.us/,,03/24/2021      ,10:09:31        ,-97.654397,26.140153
1230,Americo M Baca PLLC,Other,,,,,336 S 8th St Raymondville 78580,,26.4798822442099,-97.781897324489,0,200,0,200,600,,,,03/26/2021      ,11:57:16        ,-97.781897,26.479882
1231,Pam Specialty Hospital Of Texarkana,Other,F,2400 St Michael Dr,Texarkana,Bowie,"2400 St Michael Dr, 2nd FL",75503,33.463911,-94.070949,0,0,0,0,200,(903) 614-7600,,,03/26/2021      ,11:04:05        ,-94.070949,33.463911
1232,MEDICAL CITY - DENTON,Pharmacy,E,3535 South I35 East,Denton,Denton,3535 South I35 East,76210,33.1785120084782,-97.0922299833466,0,0,0,0,3000,(940) 384-3535,https://medicalcityhealthcare.com/locations/medical-city-denton/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,03/23/2021      ,13:16:44        ,-97.09223,33.178512
1233,Walgreens Pharmacy 07614,Other,,902 N Main St,Lumberton,,902 N Main St Lumberton 77657,77657,30.266123,-94.199743,0,0,0,0,100,,,,03/17/2021      ,09:13:43        ,-94.199743,30.266123
1234,Here Or There Healthcare PLLC,Other,,1015 Santa Fe St,Corpus Christi,Nueces,1015 Santa Fe St,78404,27.7820336629446,-97.3990839601343,0,0,0,0,100,+13618069222,http://www.hthc.net/,,03/23/2021      ,10:02:36        ,-97.399084,27.782034
1235,Physicians Express Pllc,Other,,Santa Fe St,Corpus Christi,Nueces,1011 Santa Fe St,78404,27.7821541640927,-97.3990625030468,0,0,0,0,100,,,,03/25/2021      ,10:03:47        ,-97.399063,27.782154
1236,The Rowe Network,Other,,Ashland Street,Houston,Harris,1917 Ashland Street,77008,29.8037296383416,-95.4040847424932,0,0,0,0,200,,,,03/26/2021      ,11:59:48        ,-95.404085,29.80373
1237,Providence Clinic Londonderry,Medical Practice,,7003 Woodway Dr,Waco,McLennan,7003 Woodway Dr,76712,31.5071535583154,-97.19953586217,0,0,0,0,300,(254) 772-7300,https://healthcare.ascension.org/Locations/Texas/TXWAC/Waco-Ascension-Medical-Group-Providence-at-Londonderry,,03/26/2021      ,08:43:22        ,-97.199536,31.507154
1238,MEMORIAL HERMANN SUGAR LAND HOSPITAL,Hospital,Q,17500 W Grand Pkwy S,Sugar Land,Fort Bend,17500 W Grand Pkwy S,77479,29.564154892957,-95.6890926024362,0,0,0,0,72645,(281) 725-5000,https://www.memorialhermann.org/locations/sugar-land ,,03/26/2021      ,07:27:02        ,-95.689093,29.564155
1239,Harker Heights Kidney Center,Medical Practice,,625 West Central Texas Expressway,Harker Heights,Bell,625 W. Central Texas Expressway,76548,31.0748645,-97.6800773,0,0,0,0,100,(254) 690-0613,,,03/18/2021      ,08:35:31        ,-97.680077,31.074865
1240,Express Family Clinic Spring,Community Clinic,,610 Rayford Rd Ste 644,Spring,Montgomery,610 Rayford Rd Ste 644 Spring ,77386,30.1271114496805,-95.4326342617884,0,0,0,0,100,,,,03/12/2021      ,16:16:07        ,-95.432634,30.127111
1241,NB Pharmacy,Pharmacy,,,New Boston,Bowie,409 NE Front ST,75570,33.4601275482907,-94.4123931186124,0,0,0,0,100,,,,03/12/2021      ,16:12:25        ,-94.412393,33.460128
1242,Acacia Medical Mission,Community Clinic,,East Ammann Road,Bulverde,Comal,1781 East Ammann Road,78163,29.7597973,-98.4602295,0,0,0,0,100,(830) 228-4219,,,03/11/2021      ,06:46:46        ,-98.460229,29.759797
1243,"Script Experts Pharmacy, LLC",Other,,525 Woodland Square Blvd Suite 170,Conroe,Montgomery,525 Woodland Square Blvd Suite 170,77384,30.2256898355455,-95.5423056866651,0,0,0,0,400,+12813066784,,,03/26/2021      ,09:41:45        ,-95.542306,30.22569
1244,Texas Health Hospital Mansfield,Hospital,,2300 Lone Star Rd,Mansfield,Johnson,"2300 Lone Star Rd, Mansfield, TX 76063",76063,32.5380421153856,-97.0999438156289,0,0,0,0,200,(682) 341-5000,https://www.texashealth.org/locations/texas-health-mansfield,,02/03/2021      ,10:46:27        ,-97.099944,32.538042
1245,The University of Texas Health Science Center at Houston,Vaccine Hub,Q,1851 Crosspoint Ave.,Houston,Harris,1851 Crosspoint Ave.,77054,29.6707709830585,-95.4059914757526,0,0,0,0,108190,713-500-7476,https://www.utphysicians.com/covid19vaccine/,,03/26/2021      ,10:19:34        ,-95.405991,29.670771
1246,Dept of Public Health - City of Houston / Sharpstown,Local Health Department,,6201 Bonhomme,Houston,Harris,6201 Bonhomme,77036,29.7116603794096,-95.5135683415053,0,0,0,0,3700,(832) 395-9800,http://www.houstontx.gov/health/HealthCenters/Sharpstown_Health_Services.html,,03/25/2021      ,17:09:55        ,-95.513568,29.71166
1247,METROPOLITAN HOSPITAL,Hospital,P,1310 Mccullough Ave,San Antonio,Bexar,1310 Mccullough Ave,78212,29.4411009268095,-98.4918131858536,0,0,0,0,4750,,,,03/26/2021      ,15:24:31        ,-98.491813,29.441101
1248,Vcare Clinics Pasadena,Medical Practice,,2615 Strawberry Rd,Pasadena,Harris,2615 Strawberry Rd,77502,29.6724960206414,-95.1928624767776,0,0,0,0,200,713-944-2273,,,02/16/2021      ,13:49:40        ,-95.192862,29.672496
